regime,model,size,arm,favorable_corner,makespan
E1_c2,batched,8,random,HC_HI,245.0
E1_c2,batched,8,random,HC_HI,366.0
E1_c2,batched,8,random,HC_HI,268.0
E1_c2,batched,8,random,HC_HI,332.0
E1_c2,batched,8,random,HC_HI,288.0
E1_c2,batched,8,random,HC_HI,293.0
E1_c2,batched,8,random,HC_HI,293.0
E1_c2,batched,8,random,HC_HI,258.0
E1_c2,batched,8,random,HC_HI,287.0
E1_c2,batched,8,random,HC_HI,252.0
E1_c2,batched,8,random,HC_HI,262.0
E1_c2,batched,8,random,HC_HI,293.0
E1_c2,batched,8,random,HC_HI,330.0
E1_c2,batched,8,random,HC_HI,370.0
E1_c2,batched,8,random,HC_HI,360.0
E1_c2,batched,8,random,HC_HI,298.0
E1_c2,batched,8,random,HC_HI,371.0
E1_c2,batched,8,random,HC_HI,355.0
E1_c2,batched,8,random,HC_HI,321.0
E1_c2,batched,8,random,HC_HI,302.0
E1_c2,batched,8,random,HC_HI,253.0
E1_c2,batched,8,random,HC_HI,282.0
E1_c2,batched,8,random,HC_HI,341.0
E1_c2,batched,8,random,HC_HI,341.0
E1_c2,batched,8,random,HC_HI,351.0
E1_c2,batched,8,random,HC_HI,282.0
E1_c2,batched,8,random,HC_HI,312.0
E1_c2,batched,8,random,HC_HI,331.0
E1_c2,batched,8,random,HC_HI,326.0
E1_c2,batched,8,random,HC_HI,226.0
E1_c2,batched,8,random,HC_HI,399.0
E1_c2,batched,8,random,HC_HI,360.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,229.0
E1_c2,batched,8,random,HC_HI,321.0
E1_c2,batched,8,random,HC_HI,360.0
E1_c2,batched,8,random,HC_HI,346.0
E1_c2,batched,8,random,HC_HI,283.0
E1_c2,batched,8,random,HC_HI,282.0
E1_c2,batched,8,random,HC_HI,326.0
E1_c2,batched,8,random,HC_HI,341.0
E1_c2,batched,8,random,HC_HI,297.0
E1_c2,batched,8,random,HC_HI,345.0
E1_c2,batched,8,random,HC_HI,311.0
E1_c2,batched,8,random,HC_HI,340.0
E1_c2,batched,8,random,HC_HI,357.0
E1_c2,batched,8,random,HC_HI,318.0
E1_c2,batched,8,random,HC_HI,322.0
E1_c2,batched,8,random,HC_HI,302.0
E1_c2,batched,8,random,HC_HI,332.0
E1_c2,batched,8,random,HC_HI,326.0
E1_c2,batched,8,random,HC_HI,357.0
E1_c2,batched,8,random,HC_HI,302.0
E1_c2,batched,8,random,HC_HI,356.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,292.0
E1_c2,batched,8,random,HC_HI,351.0
E1_c2,batched,8,random,HC_HI,330.0
E1_c2,batched,8,random,HC_HI,294.0
E1_c2,batched,8,random,HC_HI,380.0
E1_c2,batched,8,random,HC_HI,336.0
E1_c2,batched,8,random,HC_HI,362.0
E1_c2,batched,8,random,HC_HI,335.0
E1_c2,batched,8,random,HC_HI,341.0
E1_c2,batched,8,random,HC_HI,350.0
E1_c2,batched,8,random,HC_HI,231.0
E1_c2,batched,8,random,HC_HI,335.0
E1_c2,batched,8,random,HC_HI,282.0
E1_c2,batched,8,random,HC_HI,317.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,302.0
E1_c2,batched,8,random,HC_HI,361.0
E1_c2,batched,8,random,HC_HI,326.0
E1_c2,batched,8,random,HC_HI,259.0
E1_c2,batched,8,random,HC_HI,375.0
E1_c2,batched,8,random,HC_HI,311.0
E1_c2,batched,8,random,HC_HI,340.0
E1_c2,batched,8,random,HC_HI,300.0
E1_c2,batched,8,random,HC_HI,300.0
E1_c2,batched,8,random,HC_HI,365.0
E1_c2,batched,8,random,HC_HI,341.0
E1_c2,batched,8,random,HC_HI,307.0
E1_c2,batched,8,random,HC_HI,274.0
E1_c2,batched,8,random,HC_HI,248.0
E1_c2,batched,8,random,HC_HI,339.0
E1_c2,batched,8,random,HC_HI,322.0
E1_c2,batched,8,random,HC_HI,317.0
E1_c2,batched,8,random,HC_HI,293.0
E1_c2,batched,8,random,HC_HI,359.0
E1_c2,batched,8,random,HC_HI,313.0
E1_c2,batched,8,random,HC_HI,311.0
E1_c2,batched,8,random,HC_HI,312.0
E1_c2,batched,8,random,HC_HI,258.0
E1_c2,batched,8,random,HC_HI,326.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,264.0
E1_c2,batched,8,random,HC_HI,352.0
E1_c2,batched,8,random,HC_HI,385.0
E1_c2,batched,8,random,HC_HI,296.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,389.0
E1_c2,batched,8,random,HC_HI,321.0
E1_c2,batched,8,random,HC_HI,369.0
E1_c2,batched,8,random,HC_HI,269.0
E1_c2,batched,8,random,HC_HI,234.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,337.0
E1_c2,batched,8,random,HC_HI,321.0
E1_c2,batched,8,random,HC_HI,349.0
E1_c2,batched,8,random,HC_HI,287.0
E1_c2,batched,8,random,HC_HI,264.0
E1_c2,batched,8,random,HC_HI,301.0
E1_c2,batched,8,random,HC_HI,283.0
E1_c2,batched,8,random,HC_HI,352.0
E1_c2,batched,8,random,HC_HI,277.0
E1_c2,batched,8,random,HC_HI,317.0
E1_c2,batched,8,random,HC_HI,366.0
E1_c2,batched,8,random,HC_HI,381.0
E1_c2,batched,8,random,HC_HI,291.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,235.0
E1_c2,batched,8,random,HC_HI,321.0
E1_c2,batched,8,random,HC_HI,312.0
E1_c2,batched,8,random,HC_HI,282.0
E1_c2,batched,8,random,HC_HI,321.0
E1_c2,batched,8,random,HC_HI,357.0
E1_c2,batched,8,random,HC_HI,360.0
E1_c2,batched,8,random,HC_HI,345.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,278.0
E1_c2,batched,8,random,HC_HI,298.0
E1_c2,batched,8,random,HC_HI,327.0
E1_c2,batched,8,random,HC_HI,278.0
E1_c2,batched,8,random,HC_HI,298.0
E1_c2,batched,8,random,HC_HI,341.0
E1_c2,batched,8,random,HC_HI,263.0
E1_c2,batched,8,random,HC_HI,320.0
E1_c2,batched,8,random,HC_HI,287.0
E1_c2,batched,8,random,HC_HI,365.0
E1_c2,batched,8,random,HC_HI,287.0
E1_c2,batched,8,random,HC_HI,285.0
E1_c2,batched,8,random,HC_HI,267.0
E1_c2,batched,8,random,HC_HI,258.0
E1_c2,batched,8,random,HC_HI,361.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,254.0
E1_c2,batched,8,HC_HI,HC_HI,331.0
E1_c2,batched,8,HC_HI,HC_HI,360.0
E1_c2,batched,8,HC_HI,HC_HI,308.0
E1_c2,batched,8,HC_HI,HC_HI,359.0
E1_c2,batched,8,HC_HI,HC_HI,283.0
E1_c2,batched,8,HC_HI,HC_HI,324.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,278.0
E1_c2,batched,8,HC_HI,HC_HI,320.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,269.0
E1_c2,batched,8,HC_HI,HC_HI,323.0
E1_c2,batched,8,HC_HI,HC_HI,331.0
E1_c2,batched,8,HC_HI,HC_HI,324.0
E1_c2,batched,8,HC_HI,HC_HI,278.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,288.0
E1_c2,batched,8,HC_HI,HC_HI,335.0
E1_c2,batched,8,HC_HI,HC_HI,384.0
E1_c2,batched,8,HC_HI,HC_HI,278.0
E1_c2,batched,8,HC_HI,HC_HI,308.0
E1_c2,batched,8,HC_HI,HC_HI,351.0
E1_c2,batched,8,HC_HI,HC_HI,250.0
E1_c2,batched,8,HC_HI,HC_HI,297.0
E1_c2,batched,8,HC_HI,HC_HI,349.0
E1_c2,batched,8,HC_HI,HC_HI,329.0
E1_c2,batched,8,HC_HI,HC_HI,265.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,282.0
E1_c2,batched,8,HC_HI,HC_HI,349.0
E1_c2,batched,8,HC_HI,HC_HI,339.0
E1_c2,batched,8,HC_HI,HC_HI,375.0
E1_c2,batched,8,HC_HI,HC_HI,344.0
E1_c2,batched,8,HC_HI,HC_HI,317.0
E1_c2,batched,8,HC_HI,HC_HI,250.0
E1_c2,batched,8,HC_HI,HC_HI,351.0
E1_c2,batched,8,HC_HI,HC_HI,298.0
E1_c2,batched,8,HC_HI,HC_HI,279.0
E1_c2,batched,8,HC_HI,HC_HI,301.0
E1_c2,batched,8,HC_HI,HC_HI,341.0
E1_c2,batched,8,HC_HI,HC_HI,300.0
E1_c2,batched,8,HC_HI,HC_HI,311.0
E1_c2,batched,8,HC_HI,HC_HI,289.0
E1_c2,batched,8,HC_HI,HC_HI,364.0
E1_c2,batched,8,HC_HI,HC_HI,360.0
E1_c2,batched,8,HC_HI,HC_HI,253.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,293.0
E1_c2,batched,8,HC_HI,HC_HI,245.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,322.0
E1_c2,batched,8,HC_HI,HC_HI,287.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,362.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,344.0
E1_c2,batched,8,HC_HI,HC_HI,221.0
E1_c2,batched,8,HC_HI,HC_HI,279.0
E1_c2,batched,8,HC_HI,HC_HI,352.0
E1_c2,batched,8,HC_HI,HC_HI,293.0
E1_c2,batched,8,HC_HI,HC_HI,221.0
E1_c2,batched,8,HC_HI,HC_HI,322.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,301.0
E1_c2,batched,8,HC_HI,HC_HI,283.0
E1_c2,batched,8,HC_HI,HC_HI,259.0
E1_c2,batched,8,HC_HI,HC_HI,250.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,362.0
E1_c2,batched,8,HC_HI,HC_HI,329.0
E1_c2,batched,8,HC_HI,HC_HI,331.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,300.0
E1_c2,batched,8,HC_HI,HC_HI,293.0
E1_c2,batched,8,HC_HI,HC_HI,274.0
E1_c2,batched,8,HC_HI,HC_HI,269.0
E1_c2,batched,8,HC_HI,HC_HI,317.0
E1_c2,batched,8,HC_HI,HC_HI,318.0
E1_c2,batched,8,HC_HI,HC_HI,316.0
E1_c2,batched,8,HC_HI,HC_HI,312.0
E1_c2,batched,8,HC_HI,HC_HI,260.0
E1_c2,batched,8,HC_HI,HC_HI,322.0
E1_c2,batched,8,HC_HI,HC_HI,307.0
E1_c2,batched,8,HC_HI,HC_HI,268.0
E1_c2,batched,8,HC_HI,HC_HI,341.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,253.0
E1_c2,batched,8,HC_HI,HC_HI,359.0
E1_c2,batched,8,HC_HI,HC_HI,259.0
E1_c2,batched,8,HC_HI,HC_HI,310.0
E1_c2,batched,8,HC_HI,HC_HI,268.0
E1_c2,batched,8,HC_HI,HC_HI,260.0
E1_c2,batched,8,HC_HI,HC_HI,277.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,340.0
E1_c2,batched,8,HC_HI,HC_HI,349.0
E1_c2,batched,8,HC_HI,HC_HI,315.0
E1_c2,batched,8,HC_HI,HC_HI,321.0
E1_c2,batched,8,HC_HI,HC_HI,321.0
E1_c2,batched,8,HC_HI,HC_HI,303.0
E1_c2,batched,8,HC_HI,HC_HI,284.0
E1_c2,batched,8,HC_HI,HC_HI,316.0
E1_c2,batched,8,HC_HI,HC_HI,326.0
E1_c2,batched,8,HC_HI,HC_HI,245.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,281.0
E1_c2,batched,8,HC_HI,HC_HI,293.0
E1_c2,batched,8,HC_HI,HC_HI,310.0
E1_c2,batched,8,HC_HI,HC_HI,375.0
E1_c2,batched,8,HC_HI,HC_HI,375.0
E1_c2,batched,8,HC_HI,HC_HI,288.0
E1_c2,batched,8,HC_HI,HC_HI,297.0
E1_c2,batched,8,HC_HI,HC_HI,264.0
E1_c2,batched,8,HC_HI,HC_HI,316.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,288.0
E1_c2,batched,8,HC_HI,HC_HI,337.0
E1_c2,batched,8,HC_HI,HC_HI,321.0
E1_c2,batched,8,HC_HI,HC_HI,279.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,305.0
E1_c2,batched,8,HC_HI,HC_HI,311.0
E1_c2,batched,8,HC_HI,HC_HI,340.0
E1_c2,batched,8,HC_HI,HC_HI,316.0
E1_c2,batched,8,HC_HI,HC_HI,318.0
E1_c2,batched,8,HC_HI,HC_HI,300.0
E1_c2,batched,8,HC_HI,HC_HI,339.0
E1_c2,batched,8,HC_HI,HC_HI,360.0
E1_c2,batched,8,HC_HI,HC_HI,316.0
E1_c2,batched,8,HC_HI,HC_HI,344.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,337.0
E1_c2,batched,8,HC_HI,HC_HI,301.0
E1_c2,batched,8,HC_HI,HC_HI,300.0
E1_c2,batched,8,HC_HI,HC_HI,321.0
E1_c2,batched,8,HC_HI,HC_HI,297.0
E1_c2,batched,8,HC_HI,HC_HI,297.0
E1_c2,batched,8,HC_HI,HC_HI,284.0
E1_c2,batched,8,HC_HI,HC_HI,344.0
E1_c2,batched,8,HC_HI,HC_HI,291.0
E1_c2,batched,8,HC_HI,HC_HI,282.0
E1_c2,batched,8,HC_HI,HC_HI,339.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,346.0
E1_c2,batched,8,HC_HI,HC_HI,322.0
E1_c2,batched,8,HC_HI,HC_HI,303.0
E1_c2,batched,8,HC_HI,HC_HI,304.0
E1_c2,batched,8,HC_HI,HC_HI,311.0
E1_c2,batched,8,HC_HI,HC_HI,347.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,305.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,360.0
E1_c2,batched,8,HC_HI,HC_HI,245.0
E1_c2,batched,8,HC_HI,HC_HI,321.0
E1_c2,batched,8,HC_HI,HC_HI,311.0
E1_c2,batched,8,HC_HI,HC_HI,339.0
E1_c2,batched,8,HC_HI,HC_HI,283.0
E1_c2,batched,8,HC_HI,HC_HI,291.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,245.0
E1_c2,batched,8,HC_HI,HC_HI,322.0
E1_c2,batched,8,HC_HI,HC_HI,321.0
E1_c2,batched,8,HC_HI,HC_HI,340.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,297.0
E1_c2,batched,8,HC_HI,HC_HI,312.0
E1_c2,batched,8,HC_HI,HC_HI,279.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,282.0
E1_c2,batched,8,HC_HI,HC_HI,279.0
E1_c2,batched,8,HC_HI,HC_HI,283.0
E1_c2,batched,8,HC_HI,HC_HI,292.0
E1_c2,batched,8,HC_HI,HC_HI,304.0
E1_c2,batched,8,HC_HI,HC_HI,253.0
E1_c2,batched,8,HC_HI,HC_HI,327.0
E1_c2,batched,8,HC_HI,HC_HI,269.0
E1_c2,batched,8,HC_HI,HC_HI,311.0
E1_c2,batched,8,HC_HI,HC_HI,320.0
E1_c2,batched,8,HC_HI,HC_HI,274.0
E1_c2,batched,8,HC_HI,HC_HI,279.0
E1_c2,batched,8,HC_HI,HC_HI,360.0
E1_c2,batched,8,HC_HI,HC_HI,356.0
E1_c2,batched,8,HC_HI,HC_HI,351.0
E1_c2,batched,8,HC_HI,HC_HI,331.0
E1_c2,batched,8,HC_HI,HC_HI,306.0
E1_c2,batched,8,HC_HI,HC_HI,302.0
E1_c2,batched,8,HC_HI,HC_HI,282.0
E1_c2,batched,8,HC_HI,HC_HI,351.0
E1_c2,batched,8,HC_HI,HC_HI,303.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,283.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,351.0
E1_c2,batched,8,HC_LI,HC_HI,336.0
E1_c2,batched,8,HC_LI,HC_HI,361.0
E1_c2,batched,8,HC_LI,HC_HI,341.0
E1_c2,batched,8,HC_LI,HC_HI,291.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,327.0
E1_c2,batched,8,HC_LI,HC_HI,316.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,257.0
E1_c2,batched,8,HC_LI,HC_HI,359.0
E1_c2,batched,8,HC_LI,HC_HI,310.0
E1_c2,batched,8,HC_LI,HC_HI,316.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,370.0
E1_c2,batched,8,HC_LI,HC_HI,297.0
E1_c2,batched,8,HC_LI,HC_HI,322.0
E1_c2,batched,8,HC_LI,HC_HI,322.0
E1_c2,batched,8,HC_LI,HC_HI,292.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,307.0
E1_c2,batched,8,HC_LI,HC_HI,264.0
E1_c2,batched,8,HC_LI,HC_HI,254.0
E1_c2,batched,8,HC_LI,HC_HI,318.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,330.0
E1_c2,batched,8,HC_LI,HC_HI,281.0
E1_c2,batched,8,HC_LI,HC_HI,326.0
E1_c2,batched,8,HC_LI,HC_HI,361.0
E1_c2,batched,8,HC_LI,HC_HI,272.0
E1_c2,batched,8,HC_LI,HC_HI,355.0
E1_c2,batched,8,HC_LI,HC_HI,326.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,307.0
E1_c2,batched,8,HC_LI,HC_HI,322.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,273.0
E1_c2,batched,8,HC_LI,HC_HI,350.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,316.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,306.0
E1_c2,batched,8,HC_LI,HC_HI,322.0
E1_c2,batched,8,HC_LI,HC_HI,317.0
E1_c2,batched,8,HC_LI,HC_HI,302.0
E1_c2,batched,8,HC_LI,HC_HI,292.0
E1_c2,batched,8,HC_LI,HC_HI,340.0
E1_c2,batched,8,HC_LI,HC_HI,298.0
E1_c2,batched,8,HC_LI,HC_HI,281.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,279.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,317.0
E1_c2,batched,8,HC_LI,HC_HI,370.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,288.0
E1_c2,batched,8,HC_LI,HC_HI,288.0
E1_c2,batched,8,HC_LI,HC_HI,369.0
E1_c2,batched,8,HC_LI,HC_HI,316.0
E1_c2,batched,8,HC_LI,HC_HI,341.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,354.0
E1_c2,batched,8,HC_LI,HC_HI,345.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,341.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,316.0
E1_c2,batched,8,HC_LI,HC_HI,340.0
E1_c2,batched,8,HC_LI,HC_HI,264.0
E1_c2,batched,8,HC_LI,HC_HI,330.0
E1_c2,batched,8,HC_LI,HC_HI,327.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,302.0
E1_c2,batched,8,HC_LI,HC_HI,360.0
E1_c2,batched,8,HC_LI,HC_HI,288.0
E1_c2,batched,8,HC_LI,HC_HI,332.0
E1_c2,batched,8,HC_LI,HC_HI,306.0
E1_c2,batched,8,HC_LI,HC_HI,241.0
E1_c2,batched,8,HC_LI,HC_HI,307.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,351.0
E1_c2,batched,8,HC_LI,HC_HI,332.0
E1_c2,batched,8,HC_LI,HC_HI,332.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,327.0
E1_c2,batched,8,HC_LI,HC_HI,361.0
E1_c2,batched,8,HC_LI,HC_HI,365.0
E1_c2,batched,8,HC_LI,HC_HI,300.0
E1_c2,batched,8,HC_LI,HC_HI,337.0
E1_c2,batched,8,HC_LI,HC_HI,288.0
E1_c2,batched,8,HC_LI,HC_HI,332.0
E1_c2,batched,8,HC_LI,HC_HI,286.0
E1_c2,batched,8,HC_LI,HC_HI,322.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,341.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,341.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,325.0
E1_c2,batched,8,HC_LI,HC_HI,316.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,292.0
E1_c2,batched,8,HC_LI,HC_HI,361.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,337.0
E1_c2,batched,8,HC_LI,HC_HI,270.0
E1_c2,batched,8,HC_LI,HC_HI,297.0
E1_c2,batched,8,HC_LI,HC_HI,284.0
E1_c2,batched,8,HC_LI,HC_HI,243.0
E1_c2,batched,8,HC_LI,HC_HI,355.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,301.0
E1_c2,batched,8,HC_LI,HC_HI,351.0
E1_c2,batched,8,HC_LI,HC_HI,248.0
E1_c2,batched,8,HC_LI,HC_HI,351.0
E1_c2,batched,8,HC_LI,HC_HI,356.0
E1_c2,batched,8,HC_LI,HC_HI,292.0
E1_c2,batched,8,HC_LI,HC_HI,331.0
E1_c2,batched,8,HC_LI,HC_HI,302.0
E1_c2,batched,8,HC_LI,HC_HI,370.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,370.0
E1_c2,batched,8,HC_LI,HC_HI,311.0
E1_c2,batched,8,HC_LI,HC_HI,268.0
E1_c2,batched,8,HC_LI,HC_HI,267.0
E1_c2,batched,8,HC_LI,HC_HI,346.0
E1_c2,batched,8,HC_LI,HC_HI,356.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,355.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,350.0
E1_c2,batched,8,HC_LI,HC_HI,258.0
E1_c2,batched,8,HC_LI,HC_HI,307.0
E1_c2,batched,8,HC_LI,HC_HI,278.0
E1_c2,batched,8,HC_LI,HC_HI,318.0
E1_c2,batched,8,HC_LI,HC_HI,302.0
E1_c2,batched,8,HC_LI,HC_HI,330.0
E1_c2,batched,8,HC_LI,HC_HI,352.0
E1_c2,batched,8,HC_LI,HC_HI,335.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,332.0
E1_c2,batched,8,HC_LI,HC_HI,229.0
E1_c2,batched,8,HC_LI,HC_HI,288.0
E1_c2,batched,8,HC_LI,HC_HI,311.0
E1_c2,batched,8,HC_LI,HC_HI,332.0
E1_c2,batched,8,HC_LI,HC_HI,292.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,322.0
E1_c2,batched,8,HC_LI,HC_HI,341.0
E1_c2,batched,8,HC_LI,HC_HI,307.0
E1_c2,batched,8,HC_LI,HC_HI,325.0
E1_c2,batched,8,HC_LI,HC_HI,297.0
E1_c2,batched,8,HC_LI,HC_HI,302.0
E1_c2,batched,8,HC_LI,HC_HI,297.0
E1_c2,batched,8,HC_LI,HC_HI,317.0
E1_c2,batched,8,HC_LI,HC_HI,370.0
E1_c2,batched,8,HC_LI,HC_HI,287.0
E1_c2,batched,8,HC_LI,HC_HI,302.0
E1_c2,batched,8,HC_LI,HC_HI,263.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,370.0
E1_c2,batched,8,HC_LI,HC_HI,283.0
E1_c2,batched,8,HC_LI,HC_HI,287.0
E1_c2,batched,8,HC_LI,HC_HI,288.0
E1_c2,batched,8,HC_LI,HC_HI,287.0
E1_c2,batched,8,HC_LI,HC_HI,287.0
E1_c2,batched,8,HC_LI,HC_HI,326.0
E1_c2,batched,8,HC_LI,HC_HI,282.0
E1_c2,batched,8,HC_LI,HC_HI,327.0
E1_c2,batched,8,HC_LI,HC_HI,361.0
E1_c2,batched,8,HC_LI,HC_HI,350.0
E1_c2,batched,8,HC_LI,HC_HI,293.0
E1_c2,batched,8,HC_LI,HC_HI,315.0
E1_c2,batched,8,HC_LI,HC_HI,350.0
E1_c2,batched,8,HC_LI,HC_HI,350.0
E1_c2,batched,8,HC_LI,HC_HI,312.0
E1_c2,batched,8,HC_LI,HC_HI,311.0
E1_c2,batched,8,HC_LI,HC_HI,307.0
E1_c2,batched,8,HC_LI,HC_HI,326.0
E1_c2,batched,8,HC_LI,HC_HI,339.0
E1_c2,batched,8,HC_LI,HC_HI,321.0
E1_c2,batched,8,HC_LI,HC_HI,286.0
