regime,model,size,sigma,arm,makespan
E1_c2,batched,6,0.2,LC_LI,272.2688001413857
E1_c2,batched,6,0.2,LC_LI,213.6624908553608
E1_c2,batched,6,0.2,LC_LI,280.3148917916844
E1_c2,batched,6,0.2,LC_LI,228.96463960368865
E1_c2,batched,6,0.2,LC_LI,285.84703816546306
E1_c2,batched,6,0.2,LC_LI,218.59081330246096
E1_c2,batched,6,0.2,LC_LI,273.3120834116761
E1_c2,batched,6,0.2,LC_LI,264.9305151839559
E1_c2,batched,6,0.2,LC_LI,202.6810644195043
E1_c2,batched,6,0.2,LC_LI,295.38743396971284
E1_c2,batched,6,0.2,LC_LI,293.77272757554846
E1_c2,batched,6,0.2,LC_LI,259.4648745137971
E1_c2,batched,6,0.2,LC_LI,159.69810236334877
E1_c2,batched,6,0.2,LC_LI,231.53607361282693
E1_c2,batched,6,0.2,LC_LI,271.6918494891918
E1_c2,batched,6,0.2,LC_LI,224.24561148300148
E1_c2,batched,6,0.2,LC_LI,238.12672839734665
E1_c2,batched,6,0.2,LC_LI,259.71023880598904
E1_c2,batched,6,0.2,LC_LI,204.26962901253955
E1_c2,batched,6,0.2,LC_LI,205.89353565231698
E1_c2,batched,6,0.2,LC_LI,208.91232645370388
E1_c2,batched,6,0.2,LC_LI,227.04919387181053
E1_c2,batched,6,0.2,LC_LI,228.74709398124347
E1_c2,batched,6,0.2,LC_LI,220.07638696349878
E1_c2,batched,6,0.2,LC_LI,256.1146766482719
E1_c2,batched,6,0.2,LC_LI,245.52702104775184
E1_c2,batched,6,0.2,LC_LI,185.79837753031796
E1_c2,batched,6,0.2,LC_LI,221.41532132680967
E1_c2,batched,6,0.2,LC_LI,259.51884929535265
E1_c2,batched,6,0.2,LC_LI,221.8783339225633
E1_c2,batched,6,0.2,LC_LI,234.97841541532432
E1_c2,batched,6,0.2,LC_LI,280.25494899688147
E1_c2,batched,6,0.2,LC_LI,221.22920165127044
E1_c2,batched,6,0.2,LC_LI,193.4985147998713
E1_c2,batched,6,0.2,LC_LI,229.36754016468075
E1_c2,batched,6,0.2,LC_LI,245.55613418123582
E1_c2,batched,6,0.2,LC_LI,282.9222900693772
E1_c2,batched,6,0.2,LC_LI,176.04623932038513
E1_c2,batched,6,0.2,LC_LI,221.4520078172452
E1_c2,batched,6,0.2,LC_LI,282.4139311109154
E1_c2,batched,6,0.2,LC_LI,248.334844339619
E1_c2,batched,6,0.2,LC_LI,223.86293800646263
E1_c2,batched,6,0.2,LC_LI,275.2791344630097
E1_c2,batched,6,0.2,LC_LI,233.837908650482
E1_c2,batched,6,0.2,LC_LI,253.35517022614522
E1_c2,batched,6,0.2,LC_LI,191.27019879591904
E1_c2,batched,6,0.2,LC_LI,195.84061612577648
E1_c2,batched,6,0.2,LC_LI,256.7008599772374
E1_c2,batched,6,0.2,LC_LI,280.94750500780435
E1_c2,batched,6,0.2,LC_LI,236.96907418986424
E1_c2,batched,6,0.2,LC_LI,275.16380056507825
E1_c2,batched,6,0.2,LC_LI,205.0632153212579
E1_c2,batched,6,0.2,LC_LI,190.00902189352843
E1_c2,batched,6,0.2,LC_LI,281.4750303427649
E1_c2,batched,6,0.2,LC_LI,218.47244119726568
E1_c2,batched,6,0.2,LC_LI,234.0322770378834
E1_c2,batched,6,0.2,LC_LI,246.7929744282546
E1_c2,batched,6,0.2,LC_LI,187.95214148712978
E1_c2,batched,6,0.2,LC_LI,275.5879065666594
E1_c2,batched,6,0.2,LC_LI,237.01051567264506
E1_c2,batched,6,0.2,LC_LI,263.7656236607926
E1_c2,batched,6,0.2,LC_LI,204.39455312086923
E1_c2,batched,6,0.2,LC_LI,261.037415479228
E1_c2,batched,6,0.2,LC_LI,295.3582218924239
E1_c2,batched,6,0.2,LC_LI,259.593361944409
E1_c2,batched,6,0.2,LC_LI,202.03638854998582
E1_c2,batched,6,0.2,LC_LI,221.6871584063195
E1_c2,batched,6,0.2,LC_LI,214.01533835372226
E1_c2,batched,6,0.2,LC_LI,247.96576463343982
E1_c2,batched,6,0.2,LC_LI,164.08600282056614
E1_c2,batched,6,0.2,LC_LI,303.07101086430424
E1_c2,batched,6,0.2,LC_LI,316.2662636420687
E1_c2,batched,6,0.2,LC_LI,291.9098540180927
E1_c2,batched,6,0.2,LC_LI,229.80431617721686
E1_c2,batched,6,0.2,LC_LI,195.26326207216678
E1_c2,batched,6,0.2,LC_LI,189.55547816584433
E1_c2,batched,6,0.2,LC_LI,221.6062237433013
E1_c2,batched,6,0.2,LC_LI,284.7611570793061
E1_c2,batched,6,0.2,LC_LI,213.9517585625773
E1_c2,batched,6,0.2,LC_LI,192.2621763286196
E1_c2,batched,6,0.2,LC_LI,310.9732206918294
E1_c2,batched,6,0.2,LC_LI,279.7315347370072
E1_c2,batched,6,0.2,LC_LI,230.45220767272417
E1_c2,batched,6,0.2,LC_LI,275.5671890341707
E1_c2,batched,6,0.2,LC_LI,234.85461660552946
E1_c2,batched,6,0.2,LC_LI,253.7729016235847
E1_c2,batched,6,0.2,LC_LI,289.8678416505185
E1_c2,batched,6,0.2,LC_LI,270.4367218918257
E1_c2,batched,6,0.2,LC_LI,232.3569069608534
E1_c2,batched,6,0.2,LC_LI,225.7407217358638
E1_c2,batched,6,0.2,LC_LI,299.3168448558773
E1_c2,batched,6,0.2,LC_LI,258.94729050722106
E1_c2,batched,6,0.2,LC_LI,249.10004841702198
E1_c2,batched,6,0.2,LC_LI,265.5421858130275
E1_c2,batched,6,0.2,LC_LI,216.6712124221832
E1_c2,batched,6,0.2,LC_LI,191.99480121687998
E1_c2,batched,6,0.2,LC_LI,236.13616058498005
E1_c2,batched,6,0.2,LC_LI,251.56764671628855
E1_c2,batched,6,0.2,LC_LI,275.78932595691725
E1_c2,batched,6,0.2,LC_LI,282.0029666262918
E1_c2,batched,6,0.2,LC_LI,266.91150882799445
E1_c2,batched,6,0.2,LC_LI,235.08554559279924
E1_c2,batched,6,0.2,LC_LI,245.82259228916843
E1_c2,batched,6,0.2,LC_LI,292.90667992999255
E1_c2,batched,6,0.2,LC_LI,191.80342836228763
E1_c2,batched,6,0.2,LC_LI,223.07581720610557
E1_c2,batched,6,0.2,LC_LI,260.11514766311336
E1_c2,batched,6,0.2,LC_LI,302.79719381514536
E1_c2,batched,6,0.2,LC_LI,213.8617796689429
E1_c2,batched,6,0.2,LC_LI,275.3103656850383
E1_c2,batched,6,0.2,LC_LI,234.88189704142255
E1_c2,batched,6,0.2,LC_LI,287.6930949809995
E1_c2,batched,6,0.2,LC_LI,189.8022908386687
E1_c2,batched,6,0.2,LC_LI,214.7647163742564
E1_c2,batched,6,0.2,LC_LI,220.4008345748079
E1_c2,batched,6,0.2,LC_LI,260.5973842581966
E1_c2,batched,6,0.2,LC_LI,188.05569083789712
E1_c2,batched,6,0.2,LC_LI,193.24682969750657
E1_c2,batched,6,0.2,LC_LI,296.5590548336269
E1_c2,batched,6,0.2,LC_LI,269.04676877208124
E1_c2,batched,6,0.2,LC_LI,256.3918471037651
E1_c2,batched,6,0.2,LC_LI,267.2466043935628
E1_c2,batched,6,0.2,LC_LI,248.37557928758952
E1_c2,batched,6,0.2,LC_LI,298.4283925624413
E1_c2,batched,6,0.2,LC_LI,177.37624648791697
E1_c2,batched,6,0.2,LC_LI,285.4807143229294
E1_c2,batched,6,0.2,LC_LI,251.8955295949433
E1_c2,batched,6,0.2,LC_LI,216.8422520959667
E1_c2,batched,6,0.2,LC_LI,251.41569542112856
E1_c2,batched,6,0.2,LC_LI,227.98286507188215
E1_c2,batched,6,0.5,random,244.65226664708825
E1_c2,batched,6,0.5,random,255.05421507039335
E1_c2,batched,6,0.5,random,240.50094596204636
E1_c2,batched,6,0.5,random,261.351642401845
E1_c2,batched,6,0.5,random,225.1843969821479
E1_c2,batched,6,0.5,random,227.71242874898107
E1_c2,batched,6,0.5,random,267.51357694275646
E1_c2,batched,6,0.5,random,207.116529644794
E1_c2,batched,6,0.5,random,200.2825009820884
E1_c2,batched,6,0.5,random,222.8108997571813
E1_c2,batched,6,0.5,random,253.8080491721943
E1_c2,batched,6,0.5,random,236.15650378875648
E1_c2,batched,6,0.5,random,281.8644125153973
E1_c2,batched,6,0.5,random,166.13065646177563
E1_c2,batched,6,0.5,random,223.00248056747984
E1_c2,batched,6,0.5,random,270.19028404033463
E1_c2,batched,6,0.5,random,286.4413613750249
E1_c2,batched,6,0.5,random,256.4584906057458
E1_c2,batched,6,0.5,random,241.15798234966064
E1_c2,batched,6,0.5,random,262.54719500343697
E1_c2,batched,6,0.5,random,241.1718637374644
E1_c2,batched,6,0.5,random,214.60695024584666
E1_c2,batched,6,0.5,random,226.92532599347524
E1_c2,batched,6,0.5,random,236.764336195193
E1_c2,batched,6,0.5,random,251.03061696699376
E1_c2,batched,6,0.5,random,183.11392817213854
E1_c2,batched,6,0.5,random,276.0980172951923
E1_c2,batched,6,0.5,random,194.05584403083805
E1_c2,batched,6,0.5,random,280.4347800296421
E1_c2,batched,6,0.5,random,257.7352050699742
E1_c2,batched,6,0.5,random,264.8262766510977
E1_c2,batched,6,0.5,random,222.03463083291498
E1_c2,batched,6,0.5,random,263.3691753034507
E1_c2,batched,6,0.5,random,280.10413112269794
E1_c2,batched,6,0.5,random,266.46981647314186
E1_c2,batched,6,0.5,random,188.95642080122317
E1_c2,batched,6,0.5,random,248.90672757028548
E1_c2,batched,6,0.5,random,240.1107485920648
E1_c2,batched,6,0.5,random,272.4902304155267
E1_c2,batched,6,0.5,random,284.1052250968253
E1_c2,batched,6,0.5,random,227.20512190685974
E1_c2,batched,6,0.5,random,290.2942051243244
E1_c2,batched,6,0.5,random,250.6013648279776
E1_c2,batched,6,0.5,random,264.67796490687675
E1_c2,batched,6,0.5,random,272.67193059920123
E1_c2,batched,6,0.5,random,197.645986679242
E1_c2,batched,6,0.5,random,217.04031344832487
E1_c2,batched,6,0.5,random,234.97861497729482
E1_c2,batched,6,0.5,random,242.11564194797913
E1_c2,batched,6,0.5,random,245.4947210757169
E1_c2,batched,6,0.5,random,189.02939090616835
E1_c2,batched,6,0.5,random,229.6246625426321
E1_c2,batched,6,0.5,random,276.22071667544105
E1_c2,batched,6,0.5,random,234.07144232758267
E1_c2,batched,6,0.5,random,221.3772513907582
E1_c2,batched,6,0.5,random,256.940499479912
E1_c2,batched,6,0.5,random,241.7871673085858
E1_c2,batched,6,0.5,random,196.9402407228169
E1_c2,batched,6,0.5,random,222.22105541270815
E1_c2,batched,6,0.5,random,273.54270680468323
E1_c2,batched,6,0.5,random,303.93773340996165
E1_c2,batched,6,0.5,random,256.0843892188918
E1_c2,batched,6,0.5,random,137.21144672816797
E1_c2,batched,6,0.5,random,189.2390762446039
E1_c2,batched,6,0.5,random,296.05186830947326
E1_c2,batched,6,0.5,random,216.08992261449183
E1_c2,batched,6,0.5,random,168.45049653166734
E1_c2,batched,6,0.5,random,187.1500045291508
E1_c2,batched,6,0.5,random,246.605704898965
E1_c2,batched,6,0.5,random,234.56966297773093
E1_c2,batched,6,0.5,random,224.529763765497
E1_c2,batched,6,0.5,random,194.07563755795644
E1_c2,batched,6,0.5,random,278.1605602127491
E1_c2,batched,6,0.5,random,184.6697442336599
E1_c2,batched,6,0.5,random,257.66242375772055
E1_c2,batched,6,0.5,random,285.7662268014295
E1_c2,batched,6,0.5,random,249.10214171800564
E1_c2,batched,6,0.5,random,218.0457495733197
E1_c2,batched,6,0.5,random,245.0268619092205
E1_c2,batched,6,0.5,random,237.01581708018148
E1_c2,batched,6,0.5,random,221.5754154869989
E1_c2,batched,6,0.5,random,220.7407613604544
E1_c2,batched,6,0.5,random,197.23539722002735
E1_c2,batched,6,0.5,random,262.3925923786559
E1_c2,batched,6,0.5,random,211.93892187514967
E1_c2,batched,6,0.5,random,191.42412144693552
E1_c2,batched,6,0.5,random,239.094931192053
E1_c2,batched,6,0.5,random,225.429138049124
E1_c2,batched,6,0.5,random,190.860343832451
E1_c2,batched,6,0.5,random,179.9576889324678
E1_c2,batched,6,0.5,random,257.88889064969874
E1_c2,batched,6,0.5,random,230.34204331633617
E1_c2,batched,6,0.5,random,274.8670836825478
E1_c2,batched,6,0.5,random,182.6813324163949
E1_c2,batched,6,0.5,random,235.91992071224288
E1_c2,batched,6,0.5,random,282.1572296536758
E1_c2,batched,6,0.5,random,243.6632806627795
E1_c2,batched,6,0.5,random,215.77032244494234
E1_c2,batched,6,0.5,random,205.4442987856968
E1_c2,batched,6,0.5,random,217.90297737562955
E1_c2,batched,6,0.5,random,239.04175382823865
E1_c2,batched,6,0.5,random,224.84988873117246
E1_c2,batched,6,0.5,random,262.6990004886045
E1_c2,batched,6,0.5,random,268.2510914085724
E1_c2,batched,6,0.5,random,169.27442321069412
E1_c2,batched,6,0.5,random,265.7969689164857
E1_c2,batched,6,0.5,random,254.28817441927637
E1_c2,batched,6,0.5,random,210.24181834480402
E1_c2,batched,6,0.5,random,238.11547813901478
E1_c2,batched,6,0.5,random,230.96597505577694
E1_c2,batched,6,0.5,random,203.32819537884606
E1_c2,batched,6,0.5,random,199.19629096885012
E1_c2,batched,6,0.5,random,266.54565175246574
E1_c2,batched,6,0.5,random,228.30723147977398
E1_c2,batched,6,0.5,random,240.14080229327982
E1_c2,batched,6,0.5,random,257.83269120950587
E1_c2,batched,6,0.5,random,291.30765833812677
E1_c2,batched,6,0.5,random,224.55654092889054
E1_c2,batched,6,0.5,random,207.9030627653757
E1_c2,batched,6,0.5,random,240.7780690003794
E1_c2,batched,6,0.5,random,233.3573794012416
E1_c2,batched,6,0.5,random,207.89895651148842
E1_c2,batched,6,0.5,random,174.41933949930143
E1_c2,batched,6,0.5,random,239.07107871153443
E1_c2,batched,6,0.5,random,205.7443758766813
E1_c2,batched,6,0.5,random,268.382719295738
E1_c2,batched,6,0.5,random,235.2051353320435
E1_c2,batched,6,0.5,random,272.89884221421227
E1_c2,batched,6,0.5,random,269.3848379200281
E1_c2,batched,6,0.5,random,272.9203577334705
E1_c2,batched,6,0.5,random,233.6140084051909
E1_c2,batched,6,0.5,random,219.01399186609456
E1_c2,batched,6,0.5,random,217.91458463733036
E1_c2,batched,6,0.5,random,277.04560712861945
E1_c2,batched,6,0.5,random,230.9101519488665
E1_c2,batched,6,0.5,random,291.60807048886454
E1_c2,batched,6,0.5,random,251.56446438868414
E1_c2,batched,6,0.5,random,236.1148113050909
E1_c2,batched,6,0.5,random,273.8657714265562
E1_c2,batched,6,0.5,random,186.98851035532385
E1_c2,batched,6,0.5,random,246.99641471331398
E1_c2,batched,6,0.5,random,255.32383372801442
E1_c2,batched,6,0.5,random,244.46833945431075
E1_c2,batched,6,0.5,random,240.15545512947085
E1_c2,batched,6,0.5,random,222.36656795960351
E1_c2,batched,6,0.5,random,198.0766575246039
E1_c2,batched,6,0.5,random,291.2514862609154
E1_c2,batched,6,0.5,random,237.50105080602782
E1_c2,batched,6,0.5,random,234.71918731771535
E1_c2,batched,6,0.5,random,224.47413794851903
E1_c2,batched,6,0.5,random,191.46663413408191
E1_c2,batched,6,0.5,random,214.70519443354942
E1_c2,batched,6,0.5,random,263.11879831608894
E1_c2,batched,6,0.5,random,244.1808975606803
E1_c2,batched,6,0.5,random,253.3568806223226
E1_c2,batched,6,0.5,random,248.07487331025519
E1_c2,batched,6,0.5,random,245.19950523135327
E1_c2,batched,6,0.5,random,253.76871856114934
E1_c2,batched,6,0.5,random,214.09938037841673
E1_c2,batched,6,0.5,random,228.86885159089252
E1_c2,batched,6,0.5,random,285.0215354792985
E1_c2,batched,6,0.5,random,195.600937060719
E1_c2,batched,6,0.5,random,155.70887144130074
E1_c2,batched,6,0.5,random,274.55495263704927
E1_c2,batched,6,0.5,random,267.39251605886653
E1_c2,batched,6,0.5,random,233.88939904254914
E1_c2,batched,6,0.5,random,196.64948207535218
E1_c2,batched,6,0.5,random,189.31786424877777
E1_c2,batched,6,0.5,random,190.67319233478017
E1_c2,batched,6,0.5,random,251.49039414781825
E1_c2,batched,6,0.5,random,194.61642581767663
E1_c2,batched,6,0.5,random,248.3681108170829
E1_c2,batched,6,0.5,random,279.61389635817346
E1_c2,batched,6,0.5,random,190.95558838680847
E1_c2,batched,6,0.5,random,194.1919980561906
E1_c2,batched,6,0.5,random,302.45251811886465
E1_c2,batched,6,0.5,random,216.1345955695794
E1_c2,batched,6,0.5,random,195.56948663264205
E1_c2,batched,6,0.5,random,279.24537585264386
E1_c2,batched,6,0.5,random,229.28218531480024
E1_c2,batched,6,0.5,random,288.13062003122565
E1_c2,batched,6,0.5,random,244.46695852740163
E1_c2,batched,6,0.5,random,210.78899674841003
E1_c2,batched,6,0.5,random,248.25476261558802
E1_c2,batched,6,0.5,random,244.2847304568047
E1_c2,batched,6,0.5,random,227.53844992652557
E1_c2,batched,6,0.5,random,222.70470717037293
E1_c2,batched,6,0.5,random,213.62176088545013
E1_c2,batched,6,0.5,random,268.2286857553662
E1_c2,batched,6,0.5,random,257.1441040541571
E1_c2,batched,6,0.5,random,269.84916720070987
E1_c2,batched,6,0.5,random,239.61565642659193
E1_c2,batched,6,0.5,random,231.2416276141626
E1_c2,batched,6,0.5,random,256.2584045290435
E1_c2,batched,6,0.5,random,253.16952760032504
E1_c2,batched,6,0.5,random,288.19320643664855
E1_c2,batched,6,0.5,random,206.05716537703657
E1_c2,batched,6,0.5,random,210.09443027641842
E1_c2,batched,6,0.5,random,286.976944187475
E1_c2,batched,6,0.5,random,217.76637221302462
E1_c2,batched,6,0.5,HC_HI,268.4846559039153
E1_c2,batched,6,0.5,HC_HI,192.27746137141384
E1_c2,batched,6,0.5,HC_HI,264.0748348614248
E1_c2,batched,6,0.5,HC_HI,256.0849927788705
E1_c2,batched,6,0.5,HC_HI,263.8010329994205
E1_c2,batched,6,0.5,HC_HI,231.04162305193512
E1_c2,batched,6,0.5,HC_HI,226.0732637504259
E1_c2,batched,6,0.5,HC_HI,173.89699910491308
E1_c2,batched,6,0.5,HC_HI,204.13150351865534
E1_c2,batched,6,0.5,HC_HI,248.7130540072098
E1_c2,batched,6,0.5,HC_HI,252.01779130627045
E1_c2,batched,6,0.5,HC_HI,241.08029477005968
E1_c2,batched,6,0.5,HC_HI,236.21489133315436
E1_c2,batched,6,0.5,HC_HI,252.41951661873122
E1_c2,batched,6,0.5,HC_HI,204.8760185545794
E1_c2,batched,6,0.5,HC_HI,225.93126647248377
E1_c2,batched,6,0.5,HC_HI,239.842266496317
E1_c2,batched,6,0.5,HC_HI,159.68242894166974
E1_c2,batched,6,0.5,HC_HI,242.9622011760868
E1_c2,batched,6,0.5,HC_HI,274.28134998070163
E1_c2,batched,6,0.5,HC_HI,195.35814698312188
E1_c2,batched,6,0.5,HC_HI,221.09758012291195
E1_c2,batched,6,0.5,HC_HI,237.33349308488553
E1_c2,batched,6,0.5,HC_HI,213.39291195521625
E1_c2,batched,6,0.5,HC_HI,240.79978432946976
E1_c2,batched,6,0.5,HC_HI,251.81101310740627
E1_c2,batched,6,0.5,HC_HI,189.56510892434406
E1_c2,batched,6,0.5,HC_HI,290.7682693979528
E1_c2,batched,6,0.5,HC_HI,221.17973454729355
E1_c2,batched,6,0.5,HC_HI,250.9985234683948
E1_c2,batched,6,0.5,HC_HI,190.0218765869715
E1_c2,batched,6,0.5,HC_HI,218.49070521167675
E1_c2,batched,6,0.5,HC_HI,215.92520407564712
E1_c2,batched,6,0.5,HC_HI,272.0459060742008
E1_c2,batched,6,0.5,HC_HI,264.1271818636307
E1_c2,batched,6,0.5,HC_HI,203.03876958878263
E1_c2,batched,6,0.5,HC_HI,251.49147024362156
E1_c2,batched,6,0.5,HC_HI,175.41698424676787
E1_c2,batched,6,0.5,HC_HI,198.71941826986665
E1_c2,batched,6,0.5,HC_HI,244.73874051315644
E1_c2,batched,6,0.5,HC_HI,215.68496171028767
E1_c2,batched,6,0.5,HC_HI,220.1531529059127
E1_c2,batched,6,0.5,HC_HI,267.94621815744324
E1_c2,batched,6,0.5,HC_HI,197.0273226207346
E1_c2,batched,6,0.5,HC_HI,218.38237363925603
E1_c2,batched,6,0.5,HC_HI,244.11945796613935
E1_c2,batched,6,0.5,HC_HI,207.581218524947
E1_c2,batched,6,0.5,HC_HI,209.26313241583455
E1_c2,batched,6,0.5,HC_HI,237.71680916521254
E1_c2,batched,6,0.5,HC_HI,273.24302886177423
E1_c2,batched,6,0.5,HC_HI,273.3679861237642
E1_c2,batched,6,0.5,HC_HI,244.54012707796699
E1_c2,batched,6,0.5,HC_HI,255.70350069484732
E1_c2,batched,6,0.5,HC_HI,229.18823382124475
E1_c2,batched,6,0.5,HC_HI,243.50262420304256
E1_c2,batched,6,0.5,HC_HI,218.45304705001394
E1_c2,batched,6,0.5,HC_HI,229.22678487366625
E1_c2,batched,6,0.5,HC_HI,150.22719541451832
E1_c2,batched,6,0.5,HC_HI,237.98537243921012
E1_c2,batched,6,0.5,HC_HI,219.43737570186906
E1_c2,batched,6,0.5,HC_HI,261.3419372786132
E1_c2,batched,6,0.5,HC_HI,260.7929203184643
E1_c2,batched,6,0.5,HC_HI,248.1232130830021
E1_c2,batched,6,0.5,HC_HI,169.20704793578528
E1_c2,batched,6,0.5,HC_HI,251.64658503265298
E1_c2,batched,6,0.5,HC_HI,268.8947994209943
E1_c2,batched,6,0.5,HC_HI,249.2984748654613
E1_c2,batched,6,0.5,HC_HI,269.66267076699734
E1_c2,batched,6,0.5,HC_HI,201.22103874818714
E1_c2,batched,6,0.5,HC_HI,208.74162769999094
E1_c2,batched,6,0.5,HC_HI,226.83262429959436
E1_c2,batched,6,0.5,HC_HI,235.97644362291555
E1_c2,batched,6,0.5,HC_HI,268.9775022010862
E1_c2,batched,6,0.5,HC_HI,287.5115104392651
E1_c2,batched,6,0.5,HC_HI,241.74117795563987
E1_c2,batched,6,0.5,HC_HI,234.12297470029353
E1_c2,batched,6,0.5,HC_HI,201.90459663948928
E1_c2,batched,6,0.5,HC_HI,231.36780376047827
E1_c2,batched,6,0.5,HC_HI,269.40874617325693
E1_c2,batched,6,0.5,HC_HI,222.1410711106138
E1_c2,batched,6,0.5,HC_HI,248.94098120031697
E1_c2,batched,6,0.5,HC_HI,288.64097292771487
E1_c2,batched,6,0.5,HC_HI,262.3080965414433
E1_c2,batched,6,0.5,HC_HI,222.60870253463395
E1_c2,batched,6,0.5,HC_HI,247.40154865986005
E1_c2,batched,6,0.5,HC_HI,178.70185116512744
E1_c2,batched,6,0.5,HC_HI,155.39467483435655
E1_c2,batched,6,0.5,HC_HI,211.89778690624107
E1_c2,batched,6,0.5,HC_HI,256.3327918042392
E1_c2,batched,6,0.5,HC_HI,246.6513032170579
E1_c2,batched,6,0.5,HC_HI,173.44533124890455
E1_c2,batched,6,0.5,HC_HI,256.76198023296075
E1_c2,batched,6,0.5,HC_HI,229.77158583780428
E1_c2,batched,6,0.5,HC_HI,172.29346212733023
E1_c2,batched,6,0.5,HC_HI,189.1068121332119
E1_c2,batched,6,0.5,HC_HI,202.0475794285023
E1_c2,batched,6,0.5,HC_HI,240.70261124722722
E1_c2,batched,6,0.5,HC_HI,234.78643138373934
E1_c2,batched,6,0.5,HC_HI,223.34614540772216
E1_c2,batched,6,0.5,HC_HI,213.97588887402748
E1_c2,batched,6,0.5,HC_HI,271.4898491701428
E1_c2,batched,6,0.5,HC_HI,190.84794314035048
E1_c2,batched,6,0.5,HC_HI,250.84551914914204
E1_c2,batched,6,0.5,HC_HI,257.2337653508974
E1_c2,batched,6,0.5,HC_HI,234.92685469193376
E1_c2,batched,6,0.5,HC_HI,302.4911487469688
E1_c2,batched,6,0.5,HC_HI,284.2326656138202
E1_c2,batched,6,0.5,HC_HI,293.5227424935744
E1_c2,batched,6,0.5,HC_HI,266.7554732704445
E1_c2,batched,6,0.5,HC_HI,233.01944436428067
E1_c2,batched,6,0.5,HC_HI,220.1273757270303
E1_c2,batched,6,0.5,HC_HI,251.52456193231933
E1_c2,batched,6,0.5,HC_HI,224.14864838843678
E1_c2,batched,6,0.5,HC_HI,183.17976611575918
E1_c2,batched,6,0.5,HC_HI,262.9068920398889
E1_c2,batched,6,0.5,HC_HI,182.8580695206847
E1_c2,batched,6,0.5,HC_HI,238.9702098849614
E1_c2,batched,6,0.5,HC_HI,186.97285074448158
E1_c2,batched,6,0.5,HC_HI,216.0999791632149
E1_c2,batched,6,0.5,HC_HI,212.88378129808947
E1_c2,batched,6,0.5,HC_HI,269.9940585435196
E1_c2,batched,6,0.5,HC_HI,236.4391848897014
E1_c2,batched,6,0.5,HC_HI,259.06625068359585
E1_c2,batched,6,0.5,HC_HI,221.07979915462218
E1_c2,batched,6,0.5,HC_HI,239.4310420460555
E1_c2,batched,6,0.5,HC_HI,207.23178900175324
E1_c2,batched,6,0.5,HC_HI,242.02874399085601
E1_c2,batched,6,0.5,HC_HI,217.64949870451989
E1_c2,batched,6,0.5,HC_HI,254.29086339215183
E1_c2,batched,6,0.5,HC_HI,236.08418365209727
E1_c2,batched,6,0.5,HC_HI,253.40669046786533
E1_c2,batched,6,0.5,HC_HI,175.5148169003595
E1_c2,batched,6,0.5,HC_HI,235.65852694869014
E1_c2,batched,6,0.5,HC_HI,220.20661865424273
E1_c2,batched,6,0.5,HC_HI,228.94466465811317
E1_c2,batched,6,0.5,HC_HI,208.93087383410113
E1_c2,batched,6,0.5,HC_HI,179.0893325843133
E1_c2,batched,6,0.5,HC_HI,200.868878650349
E1_c2,batched,6,0.5,HC_HI,247.28120903051075
E1_c2,batched,6,0.5,HC_HI,264.45868348198445
E1_c2,batched,6,0.5,HC_HI,254.3933463678752
E1_c2,batched,6,0.5,HC_HI,233.77169200867732
E1_c2,batched,6,0.5,HC_HI,227.52482620192697
E1_c2,batched,6,0.5,HC_HI,204.8395035812442
E1_c2,batched,6,0.5,HC_HI,274.28767077048286
E1_c2,batched,6,0.5,HC_HI,283.9929212792056
E1_c2,batched,6,0.5,HC_HI,250.43386415459307
E1_c2,batched,6,0.5,HC_HI,212.9253136074839
E1_c2,batched,6,0.5,HC_HI,196.57899258215576
E1_c2,batched,6,0.5,HC_HI,233.06052641637663
E1_c2,batched,6,0.5,HC_HI,253.1493718602967
E1_c2,batched,6,0.5,HC_HI,230.73315598506647
E1_c2,batched,6,0.5,HC_HI,279.5140252350864
E1_c2,batched,6,0.5,HC_HI,236.7987631386443
E1_c2,batched,6,0.5,HC_HI,241.86829859038767
E1_c2,batched,6,0.5,HC_HI,237.03043874906348
E1_c2,batched,6,0.5,HC_HI,213.96199445336038
E1_c2,batched,6,0.5,HC_HI,226.71018451768927
E1_c2,batched,6,0.5,HC_HI,180.30196477095302
E1_c2,batched,6,0.5,HC_HI,248.26402658324952
E1_c2,batched,6,0.5,HC_HI,261.0502173376808
E1_c2,batched,6,0.5,HC_HI,234.14780205586152
E1_c2,batched,6,0.5,HC_HI,218.54562886529445
E1_c2,batched,6,0.5,HC_HI,231.9046966092626
E1_c2,batched,6,0.5,HC_HI,273.7703443651333
E1_c2,batched,6,0.5,HC_HI,270.51252737258454
E1_c2,batched,6,0.5,HC_HI,271.21441898964633
E1_c2,batched,6,0.5,HC_HI,213.2086037574392
E1_c2,batched,6,0.5,HC_HI,230.8254776921856
E1_c2,batched,6,0.5,HC_HI,259.44383790926014
E1_c2,batched,6,0.5,HC_HI,246.00048629560118
E1_c2,batched,6,0.5,HC_HI,216.54414243206105
E1_c2,batched,6,0.5,HC_HI,215.9359626913027
E1_c2,batched,6,0.5,HC_HI,257.9708993043596
E1_c2,batched,6,0.5,HC_HI,197.957927147159
E1_c2,batched,6,0.5,HC_HI,244.13739732709436
E1_c2,batched,6,0.5,HC_HI,278.69257142585053
E1_c2,batched,6,0.5,HC_HI,260.669308576782
E1_c2,batched,6,0.5,HC_HI,184.46117543129793
E1_c2,batched,6,0.5,HC_HI,242.58677579663635
