config,capacities,total_cap,arm,makespan
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,150.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,119.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,109.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,160.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,87.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,105.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,100.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,112.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,175.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,189.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,82.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,100.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,81.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,100.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,159.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,82.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,175.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,119.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,87.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,87.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,125.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,112.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,160.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,90.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,159.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,82.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
