config,capacities,total_cap,arm,makespan
homog_2-2-2,"[2, 2, 2]",6,HC_LI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,119.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,131.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,87.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,129.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,159.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,169.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,110.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,160.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,154.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,174.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,97.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,180.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,119.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,97.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,119.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,110.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,149.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,110.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,150.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,159.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,129.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,105.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,149.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,109.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,150.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,131.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,105.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,159.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,129.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,115.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,169.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,139.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,97.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,91.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,165.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,92.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,141.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,155.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,159.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,101.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,150.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,145.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,124.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,120.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,110.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,134.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,150.0
homog_2-2-2,"[2, 2, 2]",6,HC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,112.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,87.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,154.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,73.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,77.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,91.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,73.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,150.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,62.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,129.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,131.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,144.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,67.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,131.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,156.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,117.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,150.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,71.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,135.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,149.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,150.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,150.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,63.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,135.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,86.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,112.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,131.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,67.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,105.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,139.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,159.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,83.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,140.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,159.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,150.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,190.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,135.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,38.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,77.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,135.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,155.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,129.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,154.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,87.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,72.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,169.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,146.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,165.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,81.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,129.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,77.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,92.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,82.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,145.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,112.0
homog_2-2-2,"[2, 2, 2]",6,LC_HI,120.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,136.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,112.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,105.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,131.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,150.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,119.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,100.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,149.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,130.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,91.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,145.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,160.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,151.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,141.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,111.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,146.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,107.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,115.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,102.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,101.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,129.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,96.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,100.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,135.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,149.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,106.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,169.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,125.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,170.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,121.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,140.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,97.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,126.0
homog_2-2-2,"[2, 2, 2]",6,LC_LI,116.0
