cell,size,arm,policy,makespan
E2_c2|batched,6,random,P1,135.0
E2_c2|batched,6,random,P1,160.0
E2_c2|batched,6,random,P1,169.0
E2_c2|batched,6,random,P1,116.0
E2_c2|batched,6,random,P1,135.0
E2_c2|batched,6,random,P1,184.0
E2_c2|batched,6,random,P1,174.0
E2_c2|batched,6,random,P1,119.0
E2_c2|batched,6,random,P1,145.0
E2_c2|batched,6,random,P1,193.0
E2_c2|batched,6,random,P1,111.0
