regime,model,size,policy,arm,favorable_corner,makespan,stagger_cv
E1_c2,batched,8,fifo,favorable,HC_HI,317.60996656139076,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,341.514564006792,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,247.23936233250117,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,294.8298747865677,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,303.88850837976656,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,357.11233519921495,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,250.5988738186929,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,291.8394832945926,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,286.5333328795846,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,293.5118702753255,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,303.5676952825928,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,339.6000444267807,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,284.54251158789776,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,341.8619227992667,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,322.33988158877526,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,360.52600232391035,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,317.4685397172892,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,361.4673738041595,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.0941603471484,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,289.6567184471474,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,339.5602974945799,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,351.80230195891954,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,270.0069879962573,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,322.89559941033565,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,309.2992745225799,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,271.00771975040215,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,254.2755405504583,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,251.43730832959446,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,260.78229625727033,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,298.1017971112481,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,311.4589645010967,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,312.58463472842084,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,307.04469089208686,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,246.6083913044377,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,321.056257473536,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,323.0434038825508,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,266.1256623614387,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,300.4981137632424,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,300.6593443056988,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,285.3100993152052,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,332.4481843429741,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,302.78822814764817,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,344.88437236633627,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,292.7444845063034,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,225.90259791207524,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,306.88442227009614,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,282.734575266432,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.249528309948,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,336.8447473384437,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,361.5925520571108,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,307.2145463141825,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,294.0060537363346,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,307.33472670311363,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.47813983693106,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,337.444044164479,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,306.75648431215564,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,303.30824287762516,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,269.955470074382,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,313.0261054432614,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,303.6296847904554,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,322.5150988468062,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,317.442883667499,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,304.30050917816675,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.946689338661,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,365.26201995126166,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,254.1242224842435,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,300.7365018249456,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,305.6934568103389,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,361.30527142554985,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,318.23100185318856,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,262.5849553092339,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,269.83113440372733,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,318.75907504026156,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,318.3082872678006,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,308.99886458566016,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,270.53317800489157,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,348.90828755550405,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,360.58079135077145,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,308.6324235256759,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,286.36009128830744,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,261.5930415675488,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,298.1269667166551,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,313.6324756209931,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,342.1095538568254,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.92004804184035,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,323.2118276198732,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,262.61963406390544,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,254.64459369825198,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,259.87630969892473,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,223.14263347392307,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,310.8565848857485,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,246.4652664452321,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,311.1410968683723,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,293.7661731868725,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,321.5208003259794,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,303.7730617716413,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,245.67717792290563,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,297.51630403568737,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.5759174545533,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,331.70781094246735,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,304.13239366869374,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,326.5341571574028,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,308.1411160610785,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,331.3860630702227,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.84051611411184,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,275.43707005185775,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,266.50023725868004,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,324.0610197305483,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,384.5228021936808,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,303.374361745872,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,333.4406194030806,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,323.62941393320597,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,375.71127527980366,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,318.82682511528344,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,353.2045944426375,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,327.86466453495655,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,328.03220678214484,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,312.505917951962,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,302.0967596890051,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,283.1278556054418,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,293.3430004505055,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,284.3694295380081,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,346.11275826145607,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,322.74689030729496,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,316.87217854836575,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,307.2364721216871,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,374.74410531180064,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,311.00713970077084,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,299.02027074666194,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,259.8349338409621,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,313.1980017696344,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,322.6675055908739,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,337.9521283503502,0.5
E1_c2,batched,8,fifo,favorable,HC_HI,322.06960287305276,0.5
E1_c2,batched,8,cluster,random,HC_HI,302.7131075114259,0.5
E1_c2,batched,8,cluster,random,HC_HI,363.62573222817457,0.5
E1_c2,batched,8,cluster,random,HC_HI,279.7791068644638,0.5
E1_c2,batched,8,cluster,random,HC_HI,339.278334986865,0.5
E1_c2,batched,8,cluster,random,HC_HI,291.59697185831146,0.5
E1_c2,batched,8,cluster,random,HC_HI,368.29151597708153,0.5
E1_c2,batched,8,cluster,random,HC_HI,312.85458651793215,0.5
E1_c2,batched,8,cluster,random,HC_HI,357.81903834918535,0.5
E1_c2,batched,8,cluster,random,HC_HI,338.4652426112881,0.5
E1_c2,batched,8,cluster,random,HC_HI,305.29411577410633,0.5
E1_c2,batched,8,cluster,random,HC_HI,315.6990568148034,0.5
E1_c2,batched,8,cluster,random,HC_HI,323.43297013100556,0.5
E1_c2,batched,8,cluster,random,HC_HI,367.71054561585544,0.5
E1_c2,batched,8,cluster,random,HC_HI,315.962303019013,0.5
E1_c2,batched,8,cluster,random,HC_HI,322.3662368941647,0.5
E1_c2,batched,8,cluster,random,HC_HI,372.4837610570212,0.5
E1_c2,batched,8,cluster,random,HC_HI,274.9217347393849,0.5
E1_c2,batched,8,cluster,random,HC_HI,326.75500341364,0.5
E1_c2,batched,8,cluster,random,HC_HI,259.81696710346284,0.5
E1_c2,batched,8,cluster,random,HC_HI,285.0528076803373,0.5
E1_c2,batched,8,cluster,random,HC_HI,330.0237372057653,0.5
E1_c2,batched,8,cluster,random,HC_HI,308.3037669956508,0.5
E1_c2,batched,8,cluster,random,HC_HI,308.5641645331827,0.5
E1_c2,batched,8,cluster,random,HC_HI,314.31164505054335,0.5
E1_c2,batched,8,cluster,random,HC_HI,307.3650929876963,0.5
E1_c2,batched,8,cluster,random,HC_HI,303.7518596907437,0.5
E1_c2,batched,8,cluster,random,HC_HI,386.56049373817984,0.5
E1_c2,batched,8,cluster,random,HC_HI,402.79661983745376,0.5
E1_c2,batched,8,cluster,random,HC_HI,335.0359276364069,0.5
E1_c2,batched,8,cluster,random,HC_HI,317.7154053019213,0.5
E1_c2,batched,8,cluster,random,HC_HI,392.355189928544,0.5
E1_c2,batched,8,cluster,random,HC_HI,267.8070919798948,0.5
E1_c2,batched,8,cluster,random,HC_HI,293.75566894283793,0.5
E1_c2,batched,8,cluster,random,HC_HI,326.8563242427445,0.5
E1_c2,batched,8,cluster,random,HC_HI,338.48964411797203,0.5
E1_c2,batched,8,cluster,random,HC_HI,363.9527344818083,0.5
E1_c2,batched,8,cluster,random,HC_HI,296.74623049427834,0.5
E1_c2,batched,8,cluster,random,HC_HI,364.7706767837235,0.5
E1_c2,batched,8,cluster,random,HC_HI,371.7900106208665,0.5
E1_c2,batched,8,cluster,random,HC_HI,412.4822258157122,0.5
E1_c2,batched,8,cluster,random,HC_HI,331.7811990509092,0.5
E1_c2,batched,8,cluster,random,HC_HI,342.89584968366614,0.5
E1_c2,batched,8,cluster,random,HC_HI,362.3763807844313,0.5
E1_c2,batched,8,cluster,random,HC_HI,370.1233310701724,0.5
E1_c2,batched,8,cluster,random,HC_HI,343.1488770962018,0.5
E1_c2,batched,8,cluster,random,HC_HI,317.0169426740776,0.5
E1_c2,batched,8,cluster,random,HC_HI,285.3253801894642,0.5
E1_c2,batched,8,cluster,random,HC_HI,317.53670101839236,0.5
E1_c2,batched,8,cluster,random,HC_HI,322.4147794805829,0.5
E1_c2,batched,8,cluster,random,HC_HI,362.6412379441273,0.5
E1_c2,batched,8,cluster,random,HC_HI,352.6396159782096,0.5
E1_c2,batched,8,cluster,random,HC_HI,340.2442230693388,0.5
E1_c2,batched,8,cluster,random,HC_HI,303.147809596686,0.5
E1_c2,batched,8,cluster,random,HC_HI,350.5340273707485,0.5
E1_c2,batched,8,cluster,random,HC_HI,352.21072140118906,0.5
E1_c2,batched,8,cluster,random,HC_HI,338.1494174344839,0.5
E1_c2,batched,8,cluster,random,HC_HI,337.7358342919751,0.5
E1_c2,batched,8,cluster,random,HC_HI,341.81894766068206,0.5
E1_c2,batched,8,cluster,random,HC_HI,362.0116026531013,0.5
E1_c2,batched,8,cluster,random,HC_HI,332.58231201074256,0.5
E1_c2,batched,8,cluster,random,HC_HI,290.5390613861094,0.5
E1_c2,batched,8,cluster,random,HC_HI,307.2947110006902,0.5
E1_c2,batched,8,cluster,random,HC_HI,373.6779866462576,0.5
E1_c2,batched,8,cluster,random,HC_HI,325.0241345076591,0.5
E1_c2,batched,8,cluster,random,HC_HI,312.7851283051523,0.5
E1_c2,batched,8,cluster,random,HC_HI,256.31805848049237,0.5
E1_c2,batched,8,cluster,random,HC_HI,308.7179117802149,0.5
E1_c2,batched,8,cluster,random,HC_HI,266.8945089652342,0.5
E1_c2,batched,8,cluster,random,HC_HI,352.7063426499357,0.5
E1_c2,batched,8,cluster,random,HC_HI,287.5918745413052,0.5
E1_c2,batched,8,cluster,random,HC_HI,327.6183631915457,0.5
E1_c2,batched,8,cluster,random,HC_HI,385.22952227988037,0.5
E1_c2,batched,8,cluster,random,HC_HI,316.63852415529124,0.5
E1_c2,batched,8,cluster,random,HC_HI,295.13661836135304,0.5
E1_c2,batched,8,cluster,random,HC_HI,331.1886507420875,0.5
E1_c2,batched,8,cluster,random,HC_HI,333.18343627047204,0.5
E1_c2,batched,8,cluster,random,HC_HI,343.18844435077233,0.5
E1_c2,batched,8,cluster,random,HC_HI,360.9688600927572,0.5
E1_c2,batched,8,cluster,random,HC_HI,373.1573046672079,0.5
E1_c2,batched,8,cluster,random,HC_HI,328.59353968048777,0.5
E1_c2,batched,8,cluster,random,HC_HI,263.7157643194521,0.5
E1_c2,batched,8,cluster,random,HC_HI,263.08597024867186,0.5
E1_c2,batched,8,cluster,random,HC_HI,281.7268502404859,0.5
E1_c2,batched,8,cluster,random,HC_HI,349.7263333337506,0.5
E1_c2,batched,8,cluster,random,HC_HI,308.9413414131322,0.5
E1_c2,batched,8,cluster,random,HC_HI,390.64180196201295,0.5
E1_c2,batched,8,cluster,random,HC_HI,313.66495677386035,0.5
E1_c2,batched,8,cluster,random,HC_HI,303.6410780606004,0.5
E1_c2,batched,8,cluster,random,HC_HI,301.9211759031342,0.5
E1_c2,batched,8,cluster,random,HC_HI,298.39973819786144,0.5
E1_c2,batched,8,cluster,random,HC_HI,380.4197567834302,0.5
E1_c2,batched,8,cluster,random,HC_HI,334.22403025182115,0.5
E1_c2,batched,8,cluster,random,HC_HI,272.4483562225877,0.5
E1_c2,batched,8,cluster,random,HC_HI,301.3914630045336,0.5
E1_c2,batched,8,cluster,random,HC_HI,312.22472318829057,0.5
E1_c2,batched,8,cluster,random,HC_HI,375.07949866976674,0.5
E1_c2,batched,8,cluster,random,HC_HI,315.2040394638624,0.5
E1_c2,batched,8,cluster,random,HC_HI,351.681013769368,0.5
E1_c2,batched,8,cluster,random,HC_HI,334.43763119885716,0.5
E1_c2,batched,8,cluster,random,HC_HI,322.2380189986399,0.5
E1_c2,batched,8,cluster,random,HC_HI,304.2389448824115,0.5
E1_c2,batched,8,cluster,random,HC_HI,304.1446386217433,0.5
E1_c2,batched,8,cluster,random,HC_HI,411.9316091741796,0.5
E1_c2,batched,8,cluster,random,HC_HI,327.8827546248529,0.5
E1_c2,batched,8,cluster,random,HC_HI,246.62547246567198,0.5
E1_c2,batched,8,cluster,random,HC_HI,322.96873092160877,0.5
E1_c2,batched,8,cluster,random,HC_HI,342.24617184716686,0.5
E1_c2,batched,8,cluster,random,HC_HI,292.81527522591585,0.5
E1_c2,batched,8,cluster,random,HC_HI,330.38885935010046,0.5
E1_c2,batched,8,cluster,random,HC_HI,304.48326778013154,0.5
E1_c2,batched,8,cluster,random,HC_HI,335.04773358146804,0.5
E1_c2,batched,8,cluster,random,HC_HI,313.0828230062979,0.5
E1_c2,batched,8,cluster,random,HC_HI,335.32452681283803,0.5
E1_c2,batched,8,cluster,random,HC_HI,350.5479652581359,0.5
E1_c2,batched,8,cluster,random,HC_HI,353.1633832402878,0.5
E1_c2,batched,8,cluster,random,HC_HI,295.01660668104705,0.5
E1_c2,batched,8,cluster,random,HC_HI,314.57212723984543,0.5
E1_c2,batched,8,cluster,random,HC_HI,274.38482438377866,0.5
E1_c2,batched,8,cluster,random,HC_HI,327.2670384891029,0.5
E1_c2,batched,8,cluster,random,HC_HI,393.901363245437,0.5
E1_c2,batched,8,cluster,random,HC_HI,359.05743379657235,0.5
E1_c2,batched,8,cluster,random,HC_HI,360.68997115249664,0.5
E1_c2,batched,8,cluster,random,HC_HI,351.95253654611054,0.5
E1_c2,batched,8,cluster,random,HC_HI,392.0546786628356,0.5
E1_c2,batched,8,cluster,random,HC_HI,283.60562300732545,0.5
E1_c2,batched,8,cluster,random,HC_HI,380.1390531076937,0.5
E1_c2,batched,8,cluster,random,HC_HI,351.3243227946657,0.5
E1_c2,batched,8,cluster,random,HC_HI,343.0818810419098,0.5
E1_c2,batched,8,cluster,random,HC_HI,376.75400592110674,0.5
E1_c2,batched,8,cluster,random,HC_HI,304.7738419640692,0.5
E1_c2,batched,8,cluster,random,HC_HI,264.8700517426224,0.5
E1_c2,batched,8,cluster,random,HC_HI,327.61646299299184,0.5
E1_c2,batched,8,cluster,random,HC_HI,276.8682273474501,0.5
E1_c2,batched,8,cluster,random,HC_HI,269.40175038562404,0.5
E1_c2,batched,8,cluster,random,HC_HI,366.846312997844,0.5
E1_c2,batched,8,cluster,random,HC_HI,318.86647178232886,0.5
E1_c2,batched,8,cluster,random,HC_HI,339.29305761628086,0.5
E1_c2,batched,8,cluster,random,HC_HI,302.64874370691484,0.5
E1_c2,batched,8,cluster,random,HC_HI,345.6672159532445,0.5
E1_c2,batched,8,cluster,random,HC_HI,371.1848757730012,0.5
E1_c2,batched,8,cluster,random,HC_HI,313.8876960398378,0.5
E1_c2,batched,8,cluster,random,HC_HI,363.8385805253785,0.5
E1_c2,batched,8,cluster,random,HC_HI,388.59536446424653,0.5
E1_c2,batched,8,cluster,random,HC_HI,313.50175240274893,0.5
E1_c2,batched,8,cluster,random,HC_HI,356.93140847167103,0.5
E1_c2,batched,8,cluster,random,HC_HI,249.2780350359989,0.5
E1_c2,batched,8,cluster,random,HC_HI,285.3325821063324,0.5
E1_c2,batched,8,cluster,random,HC_HI,363.96479937049827,0.5
E1_c2,batched,8,cluster,random,HC_HI,324.01320713311867,0.5
E1_c2,batched,8,cluster,random,HC_HI,335.61739802576915,0.5
E1_c2,batched,8,cluster,random,HC_HI,316.88910535639127,0.5
E1_c2,batched,8,cluster,random,HC_HI,326.5121435116089,0.5
E1_c2,batched,8,cluster,random,HC_HI,281.22495847492803,0.5
E1_c2,batched,8,cluster,random,HC_HI,342.6773158555311,0.5
E1_c2,batched,8,cluster,random,HC_HI,357.7509623245558,0.5
E1_c2,batched,8,cluster,random,HC_HI,288.86310655197985,0.5
E1_c2,batched,8,cluster,random,HC_HI,317.86192960409824,0.5
E1_c2,batched,8,cluster,random,HC_HI,355.34127905805417,0.5
E1_c2,batched,8,cluster,random,HC_HI,275.66020389993804,0.5
E1_c2,batched,8,cluster,random,HC_HI,377.3099647034574,0.5
E1_c2,batched,8,cluster,random,HC_HI,307.30109272715094,0.5
E1_c2,batched,8,cluster,random,HC_HI,338.2835654156402,0.5
E1_c2,batched,8,cluster,random,HC_HI,295.15918722117686,0.5
E1_c2,batched,8,cluster,random,HC_HI,288.7800247091683,0.5
E1_c2,batched,8,cluster,random,HC_HI,306.5004334382382,0.5
E1_c2,batched,8,cluster,random,HC_HI,351.90413962709704,0.5
E1_c2,batched,8,cluster,random,HC_HI,288.2716339406492,0.5
E1_c2,batched,8,cluster,random,HC_HI,323.9247610984519,0.5
E1_c2,batched,8,cluster,random,HC_HI,322.9606622728601,0.5
E1_c2,batched,8,cluster,random,HC_HI,414.73169725105726,0.5
E1_c2,batched,8,cluster,random,HC_HI,301.877911927074,0.5
E1_c2,batched,8,cluster,random,HC_HI,258.4405093437731,0.5
E1_c2,batched,8,cluster,random,HC_HI,351.8001887764932,0.5
E1_c2,batched,8,cluster,random,HC_HI,303.81981233880117,0.5
E1_c2,batched,8,cluster,random,HC_HI,330.81923577056364,0.5
E1_c2,batched,8,cluster,random,HC_HI,339.98090730464,0.5
E1_c2,batched,8,cluster,random,HC_HI,362.457346222405,0.5
E1_c2,batched,8,cluster,random,HC_HI,216.0626404062994,0.5
E1_c2,batched,8,cluster,random,HC_HI,298.32705740625465,0.5
E1_c2,batched,8,cluster,random,HC_HI,312.97911940825543,0.5
E1_c2,batched,8,cluster,random,HC_HI,346.96627414014984,0.5
E1_c2,batched,8,cluster,random,HC_HI,271.1956894719538,0.5
E1_c2,batched,8,cluster,random,HC_HI,354.9546357320434,0.5
E1_c2,batched,8,cluster,random,HC_HI,365.7428132047206,0.5
E1_c2,batched,8,cluster,random,HC_HI,295.36472809410463,0.5
E1_c2,batched,8,cluster,random,HC_HI,357.70223710779146,0.5
E1_c2,batched,8,cluster,random,HC_HI,296.8021782007934,0.5
E1_c2,batched,8,cluster,random,HC_HI,310.80953205268816,0.5
E1_c2,batched,8,cluster,random,HC_HI,335.8110802958409,0.5
E1_c2,batched,8,cluster,random,HC_HI,307.7827871784868,0.5
E1_c2,batched,8,cluster,random,HC_HI,314.5991642277793,0.5
E1_c2,batched,8,cluster,random,HC_HI,283.8962277463124,0.5
E1_c2,batched,8,cluster,random,HC_HI,307.4274527898009,0.5
E1_c2,batched,8,cluster,random,HC_HI,326.74130659626735,0.5
E1_c2,batched,8,cluster,random,HC_HI,376.1564026564128,0.5
E1_c2,batched,8,cluster,random,HC_HI,333.6753550607889,0.5
E1_c2,batched,8,cluster,random,HC_HI,301.5515543374958,0.5
E1_c2,batched,8,cluster,random,HC_HI,281.53108893707156,0.5
E1_c2,batched,8,cluster,random,HC_HI,312.6684133259108,0.5
E1_c2,batched,8,cluster,random,HC_HI,288.1958751315126,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,333.5899753645491,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,317.04354707187264,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,331.3756869471524,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,334.86994041243867,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,324.39268858804445,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,327.74310199247293,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,373.5401271206513,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,279.64681930646356,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,260.49019676886104,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,301.63398894031684,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,355.60574757506663,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,345.9037942108277,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,331.0594460569809,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,301.7533686615934,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,327.929107856765,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,279.20392677304903,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,307.68081173170276,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,260.36855431859397,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,334.72650813905494,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,337.7898542723504,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,324.12214982997745,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,319.7810397160818,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,302.5058008559421,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,255.95991207102594,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,308.33229139035313,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,255.77138777654454,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,329.1268891107877,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,294.111669068076,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,345.9347387447451,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,284.70992512438943,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,332.7973161286691,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,285.7791463797428,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,261.8188132295241,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,319.7502921629446,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,288.54812466343077,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,326.7090976084271,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,354.71154588444324,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,299.6612547327339,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,279.75725630601045,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,341.4635050571633,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,314.3815552100265,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,307.6529550648127,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,317.1594503261284,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,319.3548712914562,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,349.3446168071532,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,320.00965191228556,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,323.4135146506695,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,237.1504950854756,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,316.48529876355667,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,314.255713160676,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,313.7166580690382,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,291.96150420458207,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,333.446053363037,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,306.11265912508543,0.5
E1_c2,batched,8,cluster,favorable,HC_HI,319.5428374646773,0.5
