regime,ref_model,arm,m_ref,m4
E2_c2,batched,random,130.0,136.0
E2_c2,batched,random,194.0,194.0
E2_c2,batched,random,188.0,194.0
E2_c2,batched,random,203.0,209.0
E2_c2,batched,random,174.0,180.0
E2_c2,batched,random,184.0,193.0
E2_c2,batched,random,160.0,160.0
E2_c2,batched,random,150.0,159.0
E2_c2,batched,random,174.0,180.0
E2_c2,batched,random,169.0,178.0
E2_c2,batched,random,169.0,172.0
E2_c2,batched,random,140.0,146.0
E2_c2,batched,random,193.0,199.0
E2_c2,batched,random,165.0,165.0
E2_c2,batched,random,165.0,165.0
E2_c2,batched,random,149.0,149.0
E2_c2,batched,random,203.0,209.0
E2_c2,batched,random,197.0,200.0
E2_c2,batched,random,175.0,175.0
E2_c2,batched,random,184.0,190.0
E2_c2,batched,random,199.0,202.0
E2_c2,batched,random,154.0,160.0
E2_c2,batched,random,154.0,157.0
E2_c2,batched,random,136.0,136.0
E2_c2,batched,random,170.0,173.0
E2_c2,batched,random,144.0,147.0
E2_c2,batched,random,203.0,212.0
E2_c2,batched,random,106.0,109.0
E2_c2,batched,random,203.0,189.0
E2_c2,batched,random,183.0,200.0
E2_c2,batched,random,130.0,130.0
E2_c2,batched,random,173.0,182.0
E2_c2,batched,random,115.0,121.0
E2_c2,batched,random,116.0,116.0
E2_c2,batched,random,116.0,122.0
E2_c2,batched,random,199.0,202.0
E2_c2,batched,random,168.0,179.0
E2_c2,batched,random,120.0,132.0
E2_c2,batched,random,139.0,145.0
E2_c2,batched,random,86.0,86.0
E2_c2,batched,random,199.0,202.0
E2_c2,batched,random,150.0,156.0
E2_c2,batched,random,189.0,189.0
E2_c2,batched,random,145.0,148.0
E2_c2,batched,random,175.0,165.0
E2_c2,batched,random,179.0,179.0
E2_c2,batched,random,198.0,204.0
E2_c2,batched,random,159.0,165.0
E2_c2,batched,random,184.0,190.0
E2_c2,batched,random,179.0,179.0
E2_c2,batched,random,159.0,174.0
E2_c2,batched,random,164.0,170.0
E2_c2,batched,random,160.0,160.0
E2_c2,batched,random,129.0,163.0
E2_c2,batched,random,150.0,159.0
E2_c2,batched,random,154.0,163.0
E2_c2,batched,random,121.0,127.0
E2_c2,batched,random,174.0,180.0
E2_c2,batched,random,143.0,145.0
E2_c2,batched,random,145.0,145.0
E2_c2,batched,random,178.0,193.0
E2_c2,batched,random,150.0,155.0
E2_c2,batched,random,124.0,143.0
E2_c2,batched,random,154.0,154.0
E2_c2,batched,random,183.0,186.0
E2_c2,batched,random,91.0,91.0
E2_c2,batched,random,106.0,115.0
E2_c2,batched,random,203.0,203.0
E2_c2,batched,random,194.0,200.0
E2_c2,batched,random,150.0,161.0
E2_c2,batched,random,116.0,116.0
E2_c2,batched,random,144.0,144.0
E2_c2,batched,random,149.0,152.0
E2_c2,batched,random,159.0,171.0
E2_c2,batched,random,169.0,178.0
E2_c2,batched,random,145.0,154.0
E2_c2,batched,random,144.0,150.0
E2_c2,batched,random,184.0,187.0
E2_c2,batched,random,164.0,167.0
E2_c2,batched,random,149.0,149.0
E2_c2,batched,random,155.0,155.0
E2_c2,batched,random,126.0,129.0
E2_c2,batched,random,174.0,180.0
E2_c2,batched,random,145.0,145.0
E2_c2,batched,random,203.0,215.0
E2_c2,batched,random,89.0,95.0
E2_c2,batched,random,140.0,140.0
E2_c2,batched,random,199.0,202.0
E2_c2,batched,random,198.0,198.0
E2_c2,batched,random,165.0,165.0
E2_c2,batched,random,139.0,142.0
E2_c2,batched,random,121.0,121.0
E2_c2,batched,random,131.0,136.0
E2_c2,batched,random,144.0,144.0
E2_c2,batched,random,233.0,236.0
E2_c2,batched,random,228.0,237.0
E2_c2,batched,random,154.0,166.0
E2_c2,batched,random,62.0,62.0
E2_c2,batched,random,145.0,148.0
E2_c2,batched,random,204.0,204.0
E2_c2,batched,random,159.0,165.0
E2_c2,batched,random,90.0,114.0
E2_c2,batched,random,233.0,233.0
E2_c2,batched,random,155.0,158.0
E2_c2,batched,random,199.0,205.0
E2_c2,batched,random,188.0,194.0
E2_c2,batched,random,144.0,156.0
E2_c2,batched,random,130.0,133.0
E2_c2,batched,random,110.0,116.0
E2_c2,batched,random,164.0,173.0
E2_c2,batched,random,170.0,176.0
E2_c2,batched,random,168.0,177.0
E2_c2,batched,random,164.0,184.0
E2_c2,batched,random,82.0,82.0
E2_c2,batched,random,140.0,149.0
E2_c2,batched,random,154.0,169.0
E2_c2,batched,random,145.0,148.0
E2_c2,batched,random,169.0,175.0
E2_c2,batched,random,248.0,248.0
E2_c2,batched,random,120.0,132.0
E2_c2,batched,random,169.0,175.0
E2_c2,batched,random,124.0,136.0
E2_c2,batched,random,124.0,130.0
E2_c2,batched,random,169.0,172.0
E2_c2,batched,random,184.0,187.0
E2_c2,batched,random,193.0,193.0
E2_c2,batched,random,144.0,150.0
E2_c2,batched,random,194.0,215.0
E2_c2,batched,random,116.0,116.0
E2_c2,batched,random,135.0,135.0
E2_c2,batched,random,170.0,170.0
E2_c2,batched,random,198.0,198.0
E2_c2,batched,random,173.0,176.0
E2_c2,batched,random,184.0,184.0
E2_c2,batched,random,150.0,150.0
E2_c2,batched,random,189.0,189.0
E2_c2,batched,random,160.0,166.0
E2_c2,batched,random,164.0,170.0
E2_c2,batched,random,105.0,105.0
E2_c2,batched,random,90.0,118.0
E2_c2,batched,random,165.0,168.0
E2_c2,batched,random,153.0,162.0
E2_c2,batched,random,188.0,197.0
E2_c2,batched,random,153.0,153.0
E2_c2,batched,random,145.0,148.0
E2_c2,batched,random,159.0,162.0
E2_c2,batched,random,138.0,153.0
E2_c2,batched,random,163.0,169.0
E2_c2,batched,random,120.0,159.0
E2_c2,batched,random,193.0,196.0
E2_c2,batched,random,154.0,160.0
E2_c2,batched,random,130.0,130.0
E2_c2,batched,random,101.0,114.0
E2_c2,batched,random,134.0,140.0
E2_c2,batched,random,145.0,145.0
E2_c2,batched,random,188.0,194.0
E2_c2,batched,random,116.0,116.0
E2_c2,batched,random,174.0,177.0
E2_c2,batched,random,135.0,138.0
E2_c2,batched,random,151.0,151.0
E2_c2,batched,random,150.0,150.0
E2_c2,batched,random,169.0,155.0
E2_c2,batched,random,164.0,170.0
E2_c2,batched,random,185.0,188.0
E2_c2,batched,random,160.0,151.0
E2_c2,batched,random,164.0,170.0
E2_c2,batched,random,149.0,155.0
E2_c2,batched,random,145.0,148.0
E2_c2,batched,random,135.0,138.0
E2_c2,batched,HC_HI,158.0,170.0
E2_c2,batched,HC_HI,179.0,185.0
E2_c2,batched,HC_HI,163.0,172.0
E2_c2,batched,HC_HI,106.0,109.0
E2_c2,batched,HC_HI,145.0,154.0
E2_c2,batched,HC_HI,208.0,208.0
E2_c2,batched,HC_HI,144.0,144.0
E2_c2,batched,HC_HI,158.0,164.0
E2_c2,batched,HC_HI,179.0,182.0
E2_c2,batched,HC_HI,179.0,188.0
E2_c2,batched,HC_HI,140.0,146.0
E2_c2,batched,HC_HI,121.0,124.0
E2_c2,batched,HC_HI,169.0,172.0
E2_c2,batched,HC_HI,193.0,193.0
E2_c2,batched,HC_HI,164.0,173.0
E2_c2,batched,HC_HI,154.0,163.0
E2_c2,batched,HC_HI,130.0,133.0
E2_c2,batched,HC_HI,189.0,192.0
E2_c2,batched,HC_HI,145.0,135.0
E2_c2,batched,HC_HI,155.0,164.0
E2_c2,batched,HC_HI,173.0,200.0
E2_c2,batched,HC_HI,149.0,180.0
E2_c2,batched,HC_HI,159.0,162.0
E2_c2,batched,HC_HI,159.0,159.0
E2_c2,batched,HC_HI,116.0,119.0
E2_c2,batched,HC_HI,183.0,192.0
E2_c2,batched,HC_HI,116.0,116.0
E2_c2,batched,HC_HI,163.0,166.0
E2_c2,batched,HC_HI,144.0,158.0
E2_c2,batched,HC_HI,143.0,143.0
E2_c2,batched,HC_HI,179.0,185.0
E2_c2,batched,HC_HI,188.0,224.0
E2_c2,batched,HC_HI,115.0,115.0
E2_c2,batched,HC_HI,148.0,173.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,178.0,181.0
E2_c2,batched,HC_HI,178.0,181.0
E2_c2,batched,HC_HI,199.0,202.0
E2_c2,batched,HC_HI,135.0,141.0
E2_c2,batched,HC_HI,159.0,162.0
E2_c2,batched,HC_HI,173.0,185.0
E2_c2,batched,HC_HI,121.0,121.0
E2_c2,batched,HC_HI,193.0,193.0
E2_c2,batched,HC_HI,218.0,224.0
E2_c2,batched,HC_HI,169.0,178.0
E2_c2,batched,HC_HI,159.0,159.0
E2_c2,batched,HC_HI,189.0,198.0
E2_c2,batched,HC_HI,168.0,174.0
E2_c2,batched,HC_HI,149.0,152.0
E2_c2,batched,HC_HI,159.0,168.0
E2_c2,batched,HC_HI,116.0,116.0
E2_c2,batched,HC_HI,174.0,177.0
E2_c2,batched,HC_HI,148.0,157.0
E2_c2,batched,HC_HI,130.0,133.0
E2_c2,batched,HC_HI,111.0,155.0
E2_c2,batched,HC_HI,130.0,133.0
E2_c2,batched,HC_HI,159.0,157.0
E2_c2,batched,HC_HI,218.0,221.0
E2_c2,batched,HC_HI,144.0,147.0
E2_c2,batched,HC_HI,155.0,178.0
E2_c2,batched,HC_HI,144.0,158.0
E2_c2,batched,HC_HI,183.0,200.0
E2_c2,batched,HC_HI,135.0,138.0
E2_c2,batched,HC_HI,184.0,187.0
E2_c2,batched,HC_HI,143.0,149.0
E2_c2,batched,HC_HI,218.0,221.0
E2_c2,batched,HC_HI,154.0,157.0
E2_c2,batched,HC_HI,135.0,144.0
E2_c2,batched,HC_HI,153.0,174.0
E2_c2,batched,HC_HI,193.0,190.0
E2_c2,batched,HC_HI,153.0,153.0
E2_c2,batched,HC_HI,213.0,216.0
E2_c2,batched,HC_HI,169.0,172.0
E2_c2,batched,HC_HI,111.0,117.0
E2_c2,batched,HC_HI,178.0,181.0
E2_c2,batched,HC_HI,203.0,215.0
E2_c2,batched,HC_HI,95.0,101.0
E2_c2,batched,HC_HI,144.0,150.0
E2_c2,batched,HC_HI,140.0,140.0
E2_c2,batched,HC_HI,154.0,154.0
E2_c2,batched,HC_HI,203.0,206.0
E2_c2,batched,HC_HI,173.0,173.0
E2_c2,batched,HC_HI,92.0,92.0
E2_c2,batched,HC_HI,180.0,160.0
E2_c2,batched,HC_HI,183.0,189.0
E2_c2,batched,HC_HI,224.0,224.0
E2_c2,batched,HC_HI,189.0,192.0
E2_c2,batched,HC_HI,194.0,215.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,160.0,160.0
E2_c2,batched,HC_HI,150.0,150.0
E2_c2,batched,HC_HI,148.0,148.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,169.0,172.0
E2_c2,batched,HC_HI,164.0,173.0
E2_c2,batched,HC_HI,121.0,124.0
E2_c2,batched,HC_HI,125.0,128.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,154.0,157.0
E2_c2,batched,HC_HI,121.0,124.0
E2_c2,batched,HC_HI,204.0,210.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,159.0,162.0
E2_c2,batched,HC_HI,164.0,170.0
E2_c2,batched,HC_HI,165.0,165.0
E2_c2,batched,HC_HI,155.0,158.0
E2_c2,batched,HC_HI,179.0,182.0
E2_c2,batched,HC_HI,144.0,147.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,168.0,174.0
E2_c2,batched,HC_HI,154.0,154.0
E2_c2,batched,HC_HI,203.0,206.0
E2_c2,batched,HC_HI,140.0,140.0
E2_c2,batched,HC_HI,105.0,111.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,208.0,208.0
E2_c2,batched,HC_HI,174.0,180.0
E2_c2,batched,HC_HI,159.0,168.0
E2_c2,batched,HC_HI,144.0,147.0
E2_c2,batched,HC_HI,135.0,141.0
E2_c2,batched,HC_HI,145.0,150.0
E2_c2,batched,HC_HI,145.0,148.0
E2_c2,batched,HC_HI,174.0,177.0
E2_c2,batched,HC_HI,139.0,155.0
E2_c2,batched,HC_HI,130.0,139.0
E2_c2,batched,HC_HI,155.0,155.0
E2_c2,batched,HC_HI,209.0,212.0
E2_c2,batched,HC_HI,154.0,157.0
E2_c2,batched,HC_HI,174.0,180.0
E2_c2,batched,HC_HI,189.0,192.0
E2_c2,batched,HC_HI,198.0,198.0
E2_c2,batched,HC_HI,138.0,153.0
E2_c2,batched,HC_HI,173.0,197.0
E2_c2,batched,HC_HI,159.0,168.0
E2_c2,batched,HC_HI,143.0,149.0
E2_c2,batched,HC_HI,169.0,175.0
E2_c2,batched,HC_HI,198.0,204.0
E2_c2,batched,HC_HI,183.0,189.0
E2_c2,batched,HC_HI,125.0,128.0
E2_c2,batched,HC_HI,153.0,177.0
E2_c2,batched,HC_HI,149.0,152.0
E2_c2,batched,HC_HI,149.0,152.0
E2_c2,batched,HC_HI,183.0,186.0
E2_c2,batched,HC_HI,144.0,150.0
E2_c2,batched,HC_HI,160.0,163.0
E2_c2,batched,HC_HI,154.0,154.0
E2_c2,batched,HC_HI,178.0,184.0
E2_c2,batched,HC_HI,145.0,148.0
E2_c2,batched,HC_HI,144.0,144.0
E2_c2,batched,HC_HI,218.0,227.0
E2_c2,batched,HC_HI,144.0,150.0
E2_c2,batched,HC_HI,174.0,180.0
E2_c2,batched,HC_HI,130.0,133.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,155.0,158.0
E2_c2,batched,HC_HI,174.0,180.0
E2_c2,batched,HC_HI,203.0,206.0
E2_c2,batched,HC_HI,178.0,214.0
E2_c2,batched,HC_HI,208.0,212.0
E2_c2,batched,HC_HI,203.0,215.0
E2_c2,batched,HC_HI,169.0,172.0
E2_c2,batched,HC_HI,188.0,205.0
E2_c2,batched,HC_HI,145.0,151.0
E2_c2,batched,HC_HI,193.0,199.0
E2_c2,batched,HC_HI,106.0,94.0
E2_c2,batched,HC_HI,158.0,167.0
E2_c2,batched,HC_HI,115.0,121.0
E2_c2,batched,HC_HI,174.0,183.0
E2_c2,batched,HC_HI,203.0,203.0
E2_c2,batched,HC_HI,169.0,175.0
E2_c2,batched,HC_HI,174.0,177.0
E2_c2,batched,HC_HI,175.0,175.0
E2_c2,batched,HC_HI,155.0,155.0
E2_c2,batched,HC_HI,125.0,125.0
E2_c2,batched,HC_HI,203.0,203.0
E2_c2,batched,HC_HI,169.0,162.0
E2_c2,batched,HC_HI,203.0,209.0
E2_c2,batched,HC_HI,129.0,132.0
E2_c2,batched,HC_HI,149.0,149.0
E2_c2,batched,HC_HI,126.0,126.0
E2_c2,batched,HC_HI,154.0,160.0
E2_c2,batched,HC_HI,149.0,149.0
E2_c2,batched,HC_HI,145.0,148.0
E2_c2,batched,HC_HI,149.0,152.0
E2_c2,batched,HC_HI,159.0,159.0
E2_c2,batched,HC_HI,178.0,181.0
E2_c2,batched,HC_HI,159.0,159.0
E2_c2,batched,HC_HI,135.0,138.0
E2_c2,batched,HC_HI,101.0,104.0
E2_c2,batched,HC_HI,159.0,165.0
E2_c2,batched,HC_HI,159.0,159.0
E2_c2,batched,HC_HI,140.0,146.0
E2_c2,batched,HC_HI,164.0,167.0
E2_c2,batched,HC_HI,141.0,141.0
E2_c2,batched,HC_HI,159.0,162.0
E2_c2,batched,HC_HI,160.0,166.0
E2_c2,batched,HC_HI,154.0,157.0
E2_c2,batched,HC_HI,144.0,147.0
E2_c2,batched,HC_HI,203.0,202.0
E2_c2,batched,HC_HI,188.0,188.0
E2_c2,batched,HC_LI,153.0,157.0
E2_c2,batched,HC_LI,198.0,201.0
E2_c2,batched,HC_LI,193.0,199.0
E2_c2,batched,HC_LI,174.0,183.0
E2_c2,batched,HC_LI,139.0,163.0
E2_c2,batched,HC_LI,199.0,202.0
E2_c2,batched,HC_LI,179.0,214.0
E2_c2,batched,HC_LI,154.0,157.0
E2_c2,batched,HC_LI,164.0,173.0
E2_c2,batched,HC_LI,173.0,179.0
E2_c2,batched,HC_LI,208.0,220.0
E2_c2,batched,HC_LI,159.0,171.0
E2_c2,batched,HC_LI,179.0,173.0
E2_c2,batched,HC_LI,174.0,180.0
E2_c2,batched,HC_LI,169.0,174.0
E2_c2,batched,HC_LI,193.0,199.0
E2_c2,batched,HC_LI,141.0,141.0
E2_c2,batched,HC_LI,179.0,185.0
E2_c2,batched,HC_LI,183.0,189.0
E2_c2,batched,HC_LI,174.0,174.0
E2_c2,batched,HC_LI,208.0,217.0
E2_c2,batched,HC_LI,168.0,169.0
E2_c2,batched,HC_LI,178.0,184.0
E2_c2,batched,HC_LI,178.0,187.0
E2_c2,batched,HC_LI,204.0,207.0
E2_c2,batched,HC_LI,116.0,109.0
E2_c2,batched,HC_LI,154.0,157.0
E2_c2,batched,HC_LI,188.0,204.0
E2_c2,batched,HC_LI,160.0,169.0
E2_c2,batched,HC_LI,154.0,163.0
E2_c2,batched,HC_LI,145.0,151.0
E2_c2,batched,HC_LI,155.0,158.0
E2_c2,batched,HC_LI,140.0,140.0
E2_c2,batched,HC_LI,179.0,185.0
E2_c2,batched,HC_LI,139.0,145.0
E2_c2,batched,HC_LI,153.0,159.0
E2_c2,batched,HC_LI,183.0,189.0
E2_c2,batched,HC_LI,178.0,184.0
E2_c2,batched,HC_LI,173.0,182.0
E2_c2,batched,HC_LI,129.0,162.0
E2_c2,batched,HC_LI,203.0,206.0
E2_c2,batched,HC_LI,179.0,157.0
E2_c2,batched,HC_LI,175.0,175.0
E2_c2,batched,HC_LI,124.0,136.0
E2_c2,batched,HC_LI,130.0,131.0
E2_c2,batched,HC_LI,169.0,174.0
E2_c2,batched,HC_LI,169.0,172.0
E2_c2,batched,HC_LI,154.0,160.0
E2_c2,batched,HC_LI,135.0,141.0
E2_c2,batched,HC_LI,164.0,167.0
E2_c2,batched,HC_LI,179.0,179.0
E2_c2,batched,HC_LI,194.0,197.0
E2_c2,batched,HC_LI,173.0,182.0
E2_c2,batched,HC_LI,145.0,151.0
E2_c2,batched,HC_LI,130.0,139.0
E2_c2,batched,HC_LI,193.0,199.0
E2_c2,batched,HC_LI,150.0,156.0
E2_c2,batched,HC_LI,169.0,169.0
E2_c2,batched,HC_LI,119.0,125.0
E2_c2,batched,HC_LI,199.0,202.0
E2_c2,batched,HC_LI,155.0,158.0
E2_c2,batched,HC_LI,163.0,169.0
E2_c2,batched,HC_LI,198.0,201.0
E2_c2,batched,HC_LI,198.0,201.0
E2_c2,batched,HC_LI,153.0,157.0
E2_c2,batched,HC_LI,150.0,156.0
E2_c2,batched,HC_LI,150.0,156.0
E2_c2,batched,HC_LI,129.0,135.0
E2_c2,batched,HC_LI,160.0,171.0
E2_c2,batched,HC_LI,129.0,135.0
E2_c2,batched,HC_LI,183.0,189.0
E2_c2,batched,HC_LI,126.0,129.0
E2_c2,batched,HC_LI,139.0,151.0
E2_c2,batched,HC_LI,163.0,169.0
E2_c2,batched,HC_LI,178.0,181.0
E2_c2,batched,HC_LI,154.0,160.0
E2_c2,batched,HC_LI,184.0,184.0
E2_c2,batched,HC_LI,174.0,174.0
E2_c2,batched,HC_LI,154.0,175.0
E2_c2,batched,HC_LI,159.0,165.0
E2_c2,batched,HC_LI,169.0,169.0
E2_c2,batched,HC_LI,155.0,155.0
E2_c2,batched,HC_LI,97.0,97.0
E2_c2,batched,HC_LI,149.0,158.0
E2_c2,batched,HC_LI,199.0,202.0
E2_c2,batched,HC_LI,183.0,189.0
E2_c2,batched,HC_LI,154.0,160.0
E2_c2,batched,HC_LI,169.0,175.0
E2_c2,batched,HC_LI,178.0,184.0
E2_c2,batched,HC_LI,208.0,208.0
E2_c2,batched,HC_LI,169.0,175.0
E2_c2,batched,HC_LI,189.0,192.0
E2_c2,batched,HC_LI,155.0,155.0
E2_c2,batched,HC_LI,135.0,141.0
E2_c2,batched,HC_LI,134.0,143.0
E2_c2,batched,HC_LI,169.0,169.0
E2_c2,batched,HC_LI,153.0,157.0
E2_c2,batched,HC_LI,169.0,169.0
E2_c2,batched,HC_LI,139.0,125.0
E2_c2,batched,HC_LI,159.0,174.0
E2_c2,batched,HC_LI,208.0,220.0
E2_c2,batched,HC_LI,179.0,173.0
E2_c2,batched,HC_LI,119.0,125.0
E2_c2,batched,HC_LI,173.0,182.0
E2_c2,batched,HC_LI,174.0,180.0
E2_c2,batched,HC_LI,179.0,165.0
E2_c2,batched,HC_LI,134.0,143.0
E2_c2,batched,HC_LI,194.0,197.0
E2_c2,batched,HC_LI,174.0,167.0
E2_c2,batched,HC_LI,134.0,143.0
E2_c2,batched,HC_LI,208.0,208.0
E2_c2,batched,HC_LI,125.0,125.0
E2_c2,batched,HC_LI,129.0,162.0
E2_c2,batched,HC_LI,198.0,207.0
E2_c2,batched,HC_LI,154.0,160.0
E2_c2,batched,HC_LI,140.0,181.0
E2_c2,batched,HC_LI,193.0,202.0
E2_c2,batched,HC_LI,144.0,150.0
E2_c2,batched,HC_LI,154.0,169.0
E2_c2,batched,HC_LI,193.0,199.0
E2_c2,batched,HC_LI,164.0,167.0
E2_c2,batched,HC_LI,178.0,187.0
E2_c2,batched,HC_LI,164.0,176.0
E2_c2,batched,HC_LI,189.0,195.0
E2_c2,batched,HC_LI,160.0,171.0
E2_c2,batched,HC_LI,155.0,155.0
E2_c2,batched,HC_LI,153.0,159.0
E2_c2,batched,HC_LI,198.0,201.0
E2_c2,batched,HC_LI,139.0,163.0
E2_c2,batched,HC_LI,179.0,165.0
E2_c2,batched,HC_LI,194.0,197.0
E2_c2,batched,HC_LI,125.0,125.0
E2_c2,batched,HC_LI,179.0,179.0
E2_c2,batched,HC_LI,179.0,185.0
E2_c2,batched,HC_LI,179.0,179.0
E2_c2,batched,HC_LI,199.0,202.0
E2_c2,batched,HC_LI,178.0,190.0
E2_c2,batched,HC_LI,179.0,179.0
E2_c2,batched,HC_LI,139.0,125.0
E2_c2,batched,HC_LI,118.0,130.0
E2_c2,batched,HC_LI,159.0,174.0
E2_c2,batched,HC_LI,218.0,218.0
E2_c2,batched,HC_LI,178.0,187.0
E2_c2,batched,HC_LI,155.0,158.0
E2_c2,batched,HC_LI,130.0,136.0
E2_c2,batched,HC_LI,178.0,181.0
E2_c2,batched,HC_LI,203.0,212.0
E2_c2,batched,HC_LI,184.0,184.0
E2_c2,batched,HC_LI,150.0,159.0
E2_c2,batched,HC_LI,136.0,139.0
E2_c2,batched,HC_LI,144.0,147.0
E2_c2,batched,HC_LI,140.0,140.0
E2_c2,batched,HC_LI,150.0,156.0
E2_c2,batched,HC_LI,179.0,182.0
E2_c2,batched,HC_LI,125.0,125.0
E2_c2,batched,HC_LI,164.0,173.0
E2_c2,batched,HC_LI,183.0,186.0
E2_c2,batched,HC_LI,183.0,189.0
E2_c2,batched,HC_LI,189.0,192.0
E2_c2,batched,HC_LI,198.0,207.0
E2_c2,batched,HC_LI,170.0,170.0
E2_c2,batched,HC_LI,150.0,153.0
E2_c2,batched,HC_LI,178.0,181.0
E2_c2,batched,HC_LI,101.0,107.0
E2_c2,batched,HC_LI,223.0,229.0
E2_c2,batched,HC_LI,174.0,177.0
E2_c2,batched,HC_LI,208.0,220.0
E2_c2,batched,HC_LI,148.0,155.0
E2_c2,batched,HC_LI,153.0,159.0
E2_c2,batched,HC_LI,179.0,179.0
E2_c2,batched,HC_LI,154.0,157.0
E2_c2,batched,HC_LI,148.0,160.0
E2_c2,batched,HC_LI,125.0,125.0
E2_c2,batched,HC_LI,159.0,162.0
E2_c2,batched,HC_LI,144.0,161.0
E2_c2,batched,HC_LI,119.0,125.0
E2_c2,batched,HC_LI,159.0,181.0
E2_c2,batched,HC_LI,159.0,168.0
E2_c2,batched,HC_LI,223.0,209.0
E2_c2,batched,HC_LI,158.0,185.0
E2_c2,batched,HC_LI,165.0,165.0
E2_c2,batched,HC_LI,148.0,157.0
E2_c2,batched,HC_LI,189.0,177.0
E2_c2,batched,HC_LI,144.0,144.0
E2_c2,batched,HC_LI,118.0,130.0
E2_c2,batched,HC_LI,139.0,142.0
E2_c2,batched,HC_LI,124.0,136.0
E2_c2,batched,HC_LI,168.0,174.0
E2_c2,batched,HC_LI,140.0,140.0
E2_c2,batched,HC_LI,169.0,172.0
E2_c2,batched,HC_LI,173.0,182.0
E2_c2,batched,HC_LI,145.0,151.0
E2_c2,batched,HC_LI,194.0,194.0
E2_c2,batched,HC_LI,160.0,171.0
E2_c2,batched,HC_LI,189.0,192.0
E2_c2,batched,HC_LI,173.0,179.0
E2_c2,batched,HC_LI,179.0,179.0
E2_c2,batched,HC_LI,150.0,156.0
E2_c2,batched,HC_LI,129.0,162.0
E2_c2,batched,HC_LI,174.0,174.0
E2_c2,batched,LC_HI,150.0,153.0
E2_c2,batched,LC_HI,145.0,136.0
E2_c2,batched,LC_HI,174.0,177.0
E2_c2,batched,LC_HI,188.0,197.0
E2_c2,batched,LC_HI,175.0,178.0
E2_c2,batched,LC_HI,110.0,130.0
E2_c2,batched,LC_HI,151.0,151.0
E2_c2,batched,LC_HI,223.0,226.0
E2_c2,batched,LC_HI,174.0,177.0
E2_c2,batched,LC_HI,189.0,195.0
E2_c2,batched,LC_HI,120.0,126.0
E2_c2,batched,LC_HI,168.0,175.0
E2_c2,batched,LC_HI,164.0,167.0
E2_c2,batched,LC_HI,140.0,143.0
E2_c2,batched,LC_HI,150.0,150.0
E2_c2,batched,LC_HI,139.0,151.0
E2_c2,batched,LC_HI,164.0,167.0
E2_c2,batched,LC_HI,189.0,198.0
E2_c2,batched,LC_HI,165.0,165.0
E2_c2,batched,LC_HI,189.0,189.0
E2_c2,batched,LC_HI,121.0,124.0
E2_c2,batched,LC_HI,120.0,126.0
E2_c2,batched,LC_HI,106.0,109.0
E2_c2,batched,LC_HI,159.0,162.0
E2_c2,batched,LC_HI,135.0,135.0
E2_c2,batched,LC_HI,159.0,162.0
E2_c2,batched,LC_HI,178.0,184.0
E2_c2,batched,LC_HI,105.0,105.0
E2_c2,batched,LC_HI,144.0,151.0
E2_c2,batched,LC_HI,97.0,97.0
E2_c2,batched,LC_HI,169.0,181.0
E2_c2,batched,LC_HI,208.0,214.0
E2_c2,batched,LC_HI,111.0,117.0
E2_c2,batched,LC_HI,179.0,179.0
E2_c2,batched,LC_HI,139.0,148.0
E2_c2,batched,LC_HI,164.0,167.0
E2_c2,batched,LC_HI,183.0,189.0
E2_c2,batched,LC_HI,164.0,167.0
E2_c2,batched,LC_HI,165.0,165.0
E2_c2,batched,LC_HI,111.0,114.0
E2_c2,batched,LC_HI,159.0,162.0
E2_c2,batched,LC_HI,150.0,150.0
E2_c2,batched,LC_HI,144.0,147.0
E2_c2,batched,LC_HI,130.0,133.0
E2_c2,batched,LC_HI,120.0,129.0
E2_c2,batched,LC_HI,110.0,131.0
E2_c2,batched,LC_HI,125.0,131.0
E2_c2,batched,LC_HI,131.0,134.0
E2_c2,batched,LC_HI,174.0,180.0
E2_c2,batched,LC_HI,102.0,102.0
E2_c2,batched,LC_HI,106.0,106.0
E2_c2,batched,LC_HI,154.0,161.0
E2_c2,batched,LC_HI,224.0,227.0
E2_c2,batched,LC_HI,151.0,151.0
E2_c2,batched,LC_HI,214.0,220.0
E2_c2,batched,LC_HI,82.0,82.0
E2_c2,batched,LC_HI,120.0,129.0
E2_c2,batched,LC_HI,204.0,210.0
E2_c2,batched,LC_HI,164.0,167.0
E2_c2,batched,LC_HI,170.0,170.0
E2_c2,batched,LC_HI,189.0,189.0
E2_c2,batched,LC_HI,111.0,114.0
E2_c2,batched,LC_HI,100.0,100.0
E2_c2,batched,LC_HI,155.0,158.0
E2_c2,batched,LC_HI,111.0,114.0
E2_c2,batched,LC_HI,120.0,120.0
E2_c2,batched,LC_HI,170.0,173.0
E2_c2,batched,LC_HI,183.0,193.0
