config_id,F,n_amrs,n_elevators,demand,model,size,policy,makespan
1,3,5,2,uniform,batched,8,P2_cardinality,95.0
1,3,5,2,uniform,batched,8,P2_cardinality,67.0
1,3,5,2,uniform,batched,8,P2_cardinality,86.0
1,3,5,2,uniform,batched,8,P2_cardinality,95.0
1,3,5,2,uniform,batched,8,P2_cardinality,119.0
1,3,5,2,uniform,batched,8,P2_cardinality,85.0
1,3,5,2,uniform,batched,8,P2_cardinality,48.0
1,3,5,2,uniform,batched,8,P2_cardinality,86.0
1,3,5,2,uniform,batched,8,P2_cardinality,76.0
1,3,5,2,uniform,batched,8,P2_cardinality,76.0
1,3,5,2,uniform,batched,8,P2_cardinality,128.0
1,3,5,2,uniform,batched,8,P2_cardinality,95.0
1,3,5,2,uniform,batched,8,P2_cardinality,128.0
1,3,5,2,uniform,batched,8,P2_cardinality,72.0
1,3,5,2,uniform,batched,8,P2_cardinality,100.0
1,3,5,2,uniform,batched,8,P2_cardinality,86.0
1,3,5,2,uniform,batched,8,P2_cardinality,129.0
1,3,5,2,uniform,batched,8,P2_cardinality,99.0
1,3,5,2,uniform,batched,8,P2_cardinality,90.0
1,3,5,2,uniform,batched,8,P2_cardinality,115.0
1,3,5,2,uniform,batched,8,P2_cardinality,76.0
1,3,5,2,uniform,batched,8,P2_cardinality,76.0
1,3,5,2,uniform,batched,8,P2_cardinality,108.0
1,3,5,2,uniform,batched,8,P2_cardinality,118.0
1,3,5,2,uniform,batched,8,P2_cardinality,113.0
